 C ,  2.5000000E-02
           2 ,  0.2527500    
           3 ,  0.2290000    
           4 ,  0.2407500    
           5 ,  0.2375000    
           6 ,  0.2439166    
           7 ,  0.2600714    
           8 ,  0.2326875    
           9 ,  0.2466111    
          10 ,  0.2300000    
          11 ,  0.2430455    
          12 ,  0.2459583    
          13 ,  0.2481923    
          14 ,  0.2401071    
          15 ,  0.2461000    
          16 ,  0.2399687    
          17 ,  0.2423823    
          18 ,  0.2440833    
          19 ,  0.2659474    
          20 ,  0.2259000    
          21 ,  0.2616905    
          22 ,  0.2382954    
          23 ,  0.2464566    
          24 ,  0.2346458    
          25 ,  0.2380600    
          26 ,  0.2499423    
          27 ,  0.2294074    
          28 ,  0.2321786    
          29 ,  0.2288448    
          30 ,  0.2391333    
          31 ,  0.2429355    
          32 ,  0.2281250    
          33 ,  0.2347879    
          34 ,  0.2278823    
          35 ,  0.2413429    
          36 ,  0.2266111    
          37 ,  0.2478919    
          38 ,  0.2723816    
          39 ,  0.2575769    
          40 ,  0.2461125    
          41 ,  0.2368536    
          42 ,  0.2456667    
          43 ,  0.2420930    
          44 ,  0.2314886    
          45 ,  0.2322777    
          46 ,  0.2443587    
          47 ,  0.2433405    
          48 ,  0.2318021    
          49 ,  0.2395510    
          50 ,  0.2479000    
          51 ,  0.2449118    
          52 ,  0.2408076    
          53 ,  0.2242924    
          54 ,  0.2362037    
          55 ,  0.2487909    
          56 ,  0.2536519    
          57 ,  0.2480614    
          58 ,  0.2443189    
          59 ,  0.2386186    
          60 ,  0.2265167    
          61 ,  0.2334426    
          62 ,  0.2578468    
          63 ,  0.2398095    
          64 ,  0.2406094    
          65 ,  0.2486230    
          66 ,  0.2548712    
          67 ,  0.2431269    
          68 ,  0.2483309    
          69 ,  0.2580725    
          70 ,  0.2387000    
