 C ,  0.1000000    
           1 ,  0.2237500    
           2 ,  0.2028125    
           3 ,  0.2168750    
           4 ,  0.2085938    
           5 ,  0.2256250    
           6 ,  0.2401042    
           7 ,  0.2205357    
           8 ,  0.2232813    
           9 ,  0.2036806    
          10 ,  0.2226250    
          11 ,  0.2137500    
          12 ,  0.2093229    
          13 ,  0.2145673    
          14 ,  0.2139732    
          15 ,  0.2105000    
          16 ,  0.2178125    
          17 ,  0.2108823    
          18 ,  0.2091319    
          19 ,  0.2155263    
          20 ,  0.2198125    
          21 ,  0.2180952    
          22 ,  0.2141761    
          23 ,  0.2409783    
          24 ,  0.2293490    
          25 ,  0.2143000    
          26 ,  0.2252163    
          27 ,  0.2075694    
          28 ,  0.2114062    
          29 ,  0.2193535    
          30 ,  0.2236875    
          31 ,  0.2151210    
          32 ,  0.2371680    
          33 ,  0.2288636    
          34 ,  0.2209375    
          35 ,  0.2206428    
          36 ,  0.1994271    
          37 ,  0.2249493    
          38 ,  0.2049178    
          39 ,  0.2217147    
          40 ,  0.2028750    
          41 ,  0.2222714    
          42 ,  0.2005804    
          43 ,  0.2351308    
          44 ,  0.2244460    
          45 ,  0.2139167    
          46 ,  0.2085598    
          47 ,  0.2074202    
          48 ,  0.2286068    
          49 ,  0.2269133    
          50 ,  0.2173250    
