 C ,  0.8750000    
           2 ,  2.8199995E-02
           3 ,  2.6671432E-02
           4 ,  2.5846429E-02
           5 ,  2.5200000E-02
           6 ,  2.4650002E-02
           7 ,  2.4383670E-02
           8 ,  2.3991073E-02
           9 ,  2.4014285E-02
          10 ,  2.3919998E-02
          11 ,  2.3327272E-02
          12 ,  2.3447618E-02
          13 ,  2.3085713E-02
          14 ,  2.3170406E-02
          15 ,  2.2873335E-02
          16 ,  2.3194645E-02
          17 ,  2.2147903E-02
          18 ,  2.2346823E-02
          19 ,  2.3027822E-02
          20 ,  2.2851426E-02
          21 ,  2.2642866E-02
          22 ,  2.2195457E-02
          23 ,  2.2230431E-02
          24 ,  2.2450596E-02
          25 ,  2.2748003E-02
          26 ,  2.2062639E-02
          27 ,  2.2101585E-02
          28 ,  2.2075508E-02
          29 ,  2.2178816E-02
          30 ,  2.2149047E-02
          31 ,  2.2151148E-02
          32 ,  2.1758037E-02
          33 ,  2.2136360E-02
          34 ,  2.1766383E-02
          35 ,  2.1904895E-02
          36 ,  2.1906741E-02
          37 ,  2.2244791E-02
          38 ,  2.1688348E-02
          39 ,  2.1495968E-02
          40 ,  2.1606071E-02
          41 ,  2.1483630E-02
          42 ,  2.1849658E-02
          43 ,  2.1712624E-02
          44 ,  2.1452589E-02
          45 ,  2.2140317E-02
          46 ,  2.1703728E-02
          47 ,  2.1558357E-02
          48 ,  2.1790178E-02
          49 ,  2.1565011E-02
          50 ,  2.1778855E-02
          51 ,  2.1263584E-02
          52 ,  2.1550547E-02
          53 ,  2.1796225E-02
          54 ,  2.1544445E-02
          55 ,  2.1491686E-02
          56 ,  2.1672452E-02
          57 ,  2.1837845E-02
          58 ,  2.1749262E-02
          59 ,  2.1461740E-02
          60 ,  2.1659287E-02
          61 ,  2.1226460E-02
          62 ,  2.1818204E-02
          63 ,  2.1281632E-02
          64 ,  2.1422548E-02
          65 ,  2.1346595E-02
          66 ,  2.1389609E-02
          67 ,  2.1394880E-02
          68 ,  2.1554833E-02
          69 ,  2.1329813E-02
          70 ,  2.1470409E-02
