1.000000000000000000e+01,3.157927916987480543e+00
2.100000000000000000e+01,4.594050466998957027e+00
4.600000000000000000e+01,6.784802884551784707e+00
1.000000000000000000e+02,1.004731533207862526e+01
2.150000000000000000e+02,1.460058079514494978e+01
4.640000000000000000e+02,2.155946272665954311e+01
1.000000000000000000e+03,3.175053139684786885e+01
2.154000000000000000e+03,4.638998337855083065e+01
4.641000000000000000e+03,6.839089301943319299e+01
1.000000000000000000e+04,9.967358762672397177e+01
