k,m
805700,-1.0
805800,-0.92
805900,-0.96
806000,-1.0
806100,-0.98
806200,-1.0
806300,-0.94
806400,-0.98
806500,-1.0
806600,-0.94
806700,-1.0
806800,-1.0
806900,-0.98
807000,-0.94
807100,-1.0
807200,-0.96
807300,-0.98
807400,-1.0
807500,-0.96
807600,-0.98
807700,-0.96
807800,-0.98
807900,-1.0
808000,-0.96
808100,-1.0
808200,-0.98
808300,-1.0
808400,-0.96
808500,-1.0
808600,-0.98
808700,-0.98
808800,-1.0
808900,-0.94
809000,-1.0
809100,-0.98
809200,-1.0
809300,-1.0
809400,-1.0
809500,-1.0
809600,-1.0
809700,-0.98
809800,-1.0
809900,-0.98
810000,-1.0
810100,-0.98
810200,-0.98
810300,-1.0
810400,-0.94
810500,-0.98
810600,-0.94
810700,-0.98
810800,-0.98
810900,-1.0
811000,-1.0
811100,-0.94
811200,-0.96
811300,-1.0
811400,-0.98
811500,-0.98
811600,-0.92
811700,-1.0
811800,-0.96
811900,-0.96
812000,-0.98
812100,-0.94
812200,-1.0
812300,-0.98
812400,-0.98
812500,-0.96
812600,-0.96
812700,-0.96
812800,-0.86
812900,-0.98
813000,-0.94
813100,-1.0
813200,-1.0
813300,-0.92
813400,-0.98
813500,-0.98
813600,-0.94
813700,-1.0
813800,-1.0
813900,-0.96
814000,-1.0
814100,-1.0
814200,-1.0
814300,-0.96
814400,-1.0
814500,-0.98
814600,-0.98
814700,-0.94
814800,-1.0
814900,-0.92
815000,-0.98
815100,-0.98
815200,-0.96
815300,-0.96
815400,-0.9
815500,-0.98
815600,-0.82
815700,-0.98
815800,-1.0
815900,-0.98
816000,-1.0
816100,-1.0
816200,-1.0
816300,-1.0
816400,-0.96
816500,-0.98
816600,-0.96
816700,-0.94
816800,-0.96
816900,-0.98
817000,-1.0
817100,-1.0
817200,-1.0
817300,-1.0
817400,-1.0
817500,-0.88
817600,-1.0
817700,-0.92
817800,-0.96
817900,-0.96
818000,-1.0
818100,-0.94
818200,-0.98
818300,-0.98
818400,-1.0
818500,-0.96
818600,-0.92
818700,-1.0
818800,-0.96
818900,-1.0
819000,-0.98
819100,-1.0
819200,-0.9
819300,-1.0
819400,-0.92
819500,-0.94
819600,-1.0
819700,-0.98
819800,-0.94
819900,-1.0
820000,-1.0
820100,-1.0
820200,-0.98
820300,-0.92
820400,-0.98
820500,-0.98
820600,-0.96
820700,-1.0
820800,-0.98
820900,-0.96
821000,-1.0
821100,-1.0
821200,-0.94
821300,-0.96
821400,-0.98
821500,-0.98
821600,-0.98
821700,-0.98
821800,-0.98
821900,-0.98
822000,-0.94
822100,-0.98
822200,-0.9
822300,-1.0
822400,-0.98
822500,-0.96
822600,-0.98
822700,-0.98
822800,-0.98
822900,-0.96
823000,-0.86
823100,-0.98
823200,-0.98
823300,-0.96
823400,-0.98
823500,-0.96
823600,-0.96
823700,-0.98
823800,-0.98
823900,-0.94
824000,-0.94
824100,-1.0
824200,-1.0
824300,-0.94
824400,-0.92
824500,-0.9
824600,-0.96
824700,-0.96
824800,-0.98
824900,-0.98
825000,-0.94
825100,-0.88
825200,-0.98
825300,-0.98
825400,-0.94
825500,-1.0
825600,-0.98
825700,-1.0
825800,-0.96
825900,-0.92
826000,-0.96
826100,-0.98
826200,-0.98
826300,-0.96
826400,-0.94
826500,-0.96
826600,-0.96
826700,-0.96
826800,-0.96
826900,-0.98
827000,-0.98
827100,-0.96
827200,-0.96
827300,-0.96
827400,-1.0
827500,-0.96
827600,-0.96
827700,-0.88
827800,-0.98
827900,-1.0
828000,-0.98
828100,-0.98
828200,-0.98
828300,-1.0
828400,-1.0
828500,-0.88
828600,-0.98
828700,-0.98
828800,-1.0
828900,-0.92
829000,-0.98
829100,-0.94
829200,-1.0
829300,-1.0
829400,-1.0
829500,-1.0
829600,-0.98
829700,-0.92
829800,-1.0
829900,-0.94
830000,-0.96
830100,-1.0
830200,-0.98
830300,-1.0
830400,-1.0
830500,-0.98
830600,-1.0
830700,-1.0
830800,-1.0
830900,-1.0
831000,-0.98
831100,-1.0
831200,-0.84
831300,-0.96
831400,-1.0
831500,-0.98
831600,-1.0
831700,-0.94
831800,-1.0
831900,-0.98
832000,-0.96
832100,-1.0
832200,-0.94
832300,-1.0
832400,-1.0
832500,-0.96
832600,-0.98
832700,-0.94
832800,-1.0
832900,-0.98
833000,-0.96
833100,-0.98
833200,-0.86
833300,-0.96
833400,-1.0
833500,-0.9
833600,-0.96
833700,-1.0
833800,-1.0
833900,-1.0
834000,-0.96
834100,-0.98
834200,-0.94
834300,-0.92
834400,-0.98
834500,-1.0
834600,-0.98
834700,-1.0
834800,-0.94
834900,-0.96
835000,-0.96
835100,-1.0
835200,-0.98
835300,-1.0
835400,-0.98
835500,-0.92
835600,-0.96
835700,-1.0
835800,-1.0
835900,-0.98
836000,-1.0
836100,-0.96
836200,-1.0
836300,-0.94
836400,-0.98
836500,-0.98
836600,-0.94
836700,-0.98
836800,-0.88
836900,-1.0
837000,-0.94
837100,-0.94
837200,-0.86
837300,-0.94
837400,-0.98
837500,-0.94
837600,-1.0
837700,-0.98
837800,-0.98
837900,-0.92
838000,-0.98
838100,-0.98
838200,-1.0
838300,-0.96
838400,-0.96
838500,-0.96
838600,-0.96
838700,-0.96
838800,-0.96
838900,-0.98
839000,-1.0
839100,-0.92
839200,-0.98
839300,-1.0
839400,-0.96
839500,-1.0
839600,-0.98
839700,-1.0
839800,-1.0
839900,-1.0
840000,-0.98
840100,-0.96
840200,-0.96
840300,-1.0
840400,-1.0
840500,-0.96
840600,-0.96
840700,-0.98
840800,-0.96
840900,-1.0
841000,-0.98
841100,-1.0
841200,-0.98
841300,-0.98
841400,-0.96
841500,-0.96
841600,-1.0
841700,-1.0
841800,-1.0
841900,-0.96
842000,-1.0
842100,-0.96
842200,-0.98
842300,-0.98
842400,-0.94
842500,-1.0
842600,-0.96
842700,-0.98
842800,-1.0
842900,-1.0
843000,-0.98
843100,-0.86
843200,-1.0
843300,-0.98
843400,-1.0
843500,-0.88
843600,-0.92
843700,-1.0
843800,-0.98
843900,-0.98
844000,-0.98
844100,-0.96
844200,-1.0
844300,-0.96
844400,-0.92
844500,-0.92
844600,-0.96
844700,-0.96
844800,-0.98
844900,-0.98
845000,-0.96
845100,-0.98
845200,-0.98
845300,-0.96
845400,-0.98
845500,-0.94
845600,-1.0
845700,-1.0
845800,-0.98
845900,-0.98
846000,-1.0
846100,-0.96
846200,-1.0
846300,-0.98
846400,-1.0
846500,-0.98
846600,-1.0
846700,-1.0
846800,-0.98
846900,-0.96
847000,-0.92
847100,-0.96
847200,-0.98
847300,-1.0
847400,-1.0
847500,-0.92
847600,-0.9
847700,-0.98
847800,-1.0
847900,-0.98
848000,-1.0
848100,-0.98
848200,-1.0
848300,-0.96
848400,-1.0
848500,-0.94
848600,-0.94
848700,-1.0
848800,-1.0
848900,-1.0
849000,-0.96
849100,-0.92
849200,-0.88
849300,-1.0
849400,-0.98
849500,-0.94
849600,-0.98
849700,-0.98
849800,-1.0
849900,-1.0
850000,-0.96
850100,-1.0
850200,-0.96
850300,-0.92
850400,-0.96
850500,-1.0
850600,-0.98
850700,-1.0
850800,-0.96
850900,-1.0
851000,-0.98
851100,-0.94
851200,-1.0
851300,-1.0
851400,-0.98
851500,-0.96
851600,-0.98
851700,-0.98
851800,-1.0
851900,-1.0
852000,-0.96
852100,-0.9
852200,-0.98
852300,-1.0
852400,-0.9
852500,-0.94
852600,-0.96
852700,-1.0
852800,-0.96
852900,-0.9
853000,-0.98
853100,-1.0
853200,-0.94
853300,-0.98
853400,-0.96
853500,-0.96
853600,-1.0
853700,-1.0
853800,-0.96
853900,-0.96
854000,-0.92
854100,-1.0
854200,-0.98
854300,-1.0
854400,-1.0
854500,-0.98
854600,-0.9
854700,-1.0
854800,-1.0
854900,-1.0
855000,-0.98
855100,-0.96
855200,-0.98
855300,-0.82
855400,-0.96
855500,-0.98
855600,-0.92
855700,-0.98
855800,-0.98
855900,-0.96
856000,-0.96
856100,-0.98
856200,-0.94
856300,-0.9
856400,-1.0
856500,-0.98
856600,-1.0
856700,-0.94
856800,-1.0
856900,-0.96
857000,-0.94
857100,-0.98
857200,-1.0
857300,-0.96
857400,-0.98
857500,-0.96
857600,-0.96
857700,-1.0
857800,-0.94
857900,-1.0
858000,-0.96
858100,-0.98
858200,-0.9
858300,-0.98
858400,-1.0
858500,-0.94
858600,-1.0
858700,-1.0
858800,-0.98
858900,-1.0
859000,-0.96
859100,-1.0
859200,-0.92
859300,-1.0
859400,-0.98
859500,-1.0
859600,-1.0
859700,-1.0
859800,-0.96
859900,-1.0
860000,-0.92
860100,-0.98
860200,-0.96
860300,-0.94
860400,-0.96
860500,-0.96
860600,-0.98
860700,-0.98
860800,-0.98
860900,-0.98
861000,-0.98
861100,-0.82
861200,-0.96
861300,-0.94
861400,-1.0
861500,-1.0
861600,-1.0
861700,-0.96
861800,-0.98
861900,-0.96
862000,0.78
862100,0.98
862200,1.0
862300,1.0
862400,0.94
862500,0.98
862600,0.88
862700,1.0
862800,1.0
862900,0.94
863000,0.96
863100,1.0
863200,0.9
863300,0.9
863400,0.9
863500,0.92
863600,0.94
863700,0.9
863800,0.86
863900,0.96
864000,0.98
864100,1.0
864200,0.94
864300,0.98
864400,1.0
864500,0.98
864600,0.96
864700,1.0
864800,0.96
864900,0.98
865000,0.96
865100,1.0
865200,1.0
865300,0.96
865400,0.98
865500,0.98
865600,0.96
865700,0.98
865800,1.0
865900,0.94
866000,0.98
866100,1.0
866200,1.0
866300,1.0
866400,0.98
866500,0.98
866600,1.0
866700,0.98
866800,1.0
866900,0.96
867000,1.0
867100,0.98
867200,0.98
867300,0.94
867400,1.0
867500,1.0
867600,0.98
867700,0.98
867800,0.88
867900,1.0
868000,0.98
868100,0.98
868200,1.0
868300,1.0
868400,0.96
868500,1.0
868600,1.0
868700,0.92
868800,1.0
868900,0.92
869000,1.0
869100,0.96
869200,0.98
869300,1.0
869400,1.0
869500,1.0
869600,0.86
869700,1.0
869800,1.0
869900,0.96
870000,0.94
870100,0.98
870200,1.0
870300,0.9
870400,0.98
870500,0.96
870600,1.0
870700,0.98
870800,0.94
870900,0.96
871000,1.0
871100,1.0
871200,0.94
871300,0.92
871400,0.98
871500,0.98
871600,0.96
871700,1.0
871800,0.98
871900,1.0
872000,0.94
872100,0.96
872200,1.0
872300,0.96
872400,1.0
872500,0.92
872600,0.96
872700,0.86
872800,0.92
872900,1.0
873000,1.0
873100,1.0
873200,1.0
873300,0.98
873400,1.0
873500,1.0
873600,0.98
873700,0.96
873800,0.88
873900,0.98
874000,0.94
874100,0.94
874200,0.98
874300,0.98
874400,0.98
874500,1.0
874600,0.98
874700,1.0
874800,1.0
874900,0.98
875000,0.98
875100,0.98
875200,0.96
875300,0.98
875400,0.86
875500,0.98
875600,0.98
875700,1.0
875800,0.96
875900,1.0
876000,0.9
876100,0.98
876200,1.0
876300,0.98
876400,0.98
876500,1.0
876600,1.0
876700,1.0
876800,0.98
876900,0.96
877000,0.96
877100,0.92
877200,0.94
877300,1.0
877400,0.98
877500,0.98
877600,0.94
877700,0.86
877800,0.96
877900,1.0
878000,0.96
878100,0.94
878200,0.98
878300,0.98
878400,1.0
878500,0.98
878600,1.0
878700,0.96
878800,0.9
878900,0.98
879000,0.96
879100,0.96
879200,0.98
879300,0.98
879400,1.0
879500,0.98
879600,1.0
879700,0.98
879800,0.92
879900,1.0
880000,0.98
880100,1.0
880200,0.98
880300,0.98
880400,1.0
880500,1.0
880600,0.92
880700,0.98
880800,1.0
880900,1.0
881000,0.94
881100,1.0
881200,0.9
881300,0.94
881400,0.98
881500,0.98
881600,0.96
881700,1.0
881800,1.0
881900,0.94
882000,0.96
882100,0.94
882200,0.96
882300,0.92
882400,0.96
882500,0.96
882600,0.94
882700,0.96
882800,0.98
882900,1.0
883000,0.96
883100,0.86
883200,0.9
883300,0.96
883400,0.98
883500,1.0
883600,0.96
883700,0.98
883800,1.0
883900,1.0
884000,0.96
884100,0.96
884200,1.0
884300,1.0
884400,0.92
884500,0.98
884600,0.96
884700,1.0
884800,1.0
884900,0.96
885000,1.0
885100,0.98
885200,1.0
885300,0.96
885400,1.0
885500,0.98
885600,0.92
885700,1.0
885800,1.0
885900,1.0
886000,0.92
886100,0.98
886200,0.98
886300,0.96
886400,1.0
886500,0.96
886600,0.92
886700,0.96
886800,1.0
886900,0.98
887000,0.96
887100,0.98
887200,0.94
887300,0.92
887400,0.98
887500,1.0
887600,1.0
887700,0.96
887800,0.94
887900,0.96
888000,0.98
888100,0.98
888200,1.0
888300,0.94
888400,0.98
888500,0.98
888600,1.0
888700,0.92
888800,1.0
888900,0.94
889000,0.98
889100,1.0
889200,0.98
889300,1.0
889400,1.0
889500,0.98
889600,0.96
889700,1.0
889800,0.98
889900,0.98
890000,0.94
890100,0.98
890200,0.96
890300,0.98
890400,0.96
890500,0.86
890600,1.0
890700,1.0
890800,0.9
890900,1.0
891000,1.0
891100,0.98
891200,0.98
891300,0.96
891400,1.0
891500,1.0
891600,0.76
891700,0.92
891800,0.98
891900,1.0
892000,0.96
892100,1.0
892200,0.98
892300,1.0
892400,0.98
892500,0.92
892600,0.98
892700,0.98
892800,0.98
892900,0.94
893000,0.98
893100,1.0
893200,1.0
893300,1.0
893400,1.0
893500,0.98
893600,0.98
893700,0.96
893800,0.98
893900,1.0
894000,0.94
894100,0.98
894200,0.94
894300,0.82
894400,0.9
894500,1.0
894600,0.94
894700,1.0
894800,1.0
894900,0.96
895000,0.94
895100,1.0
895200,0.98
895300,0.98
895400,1.0
895500,0.94
895600,0.94
895700,0.96
895800,0.96
895900,0.96
896000,0.94
896100,0.98
896200,1.0
896300,1.0
896400,0.96
896500,1.0
896600,1.0
896700,1.0
896800,0.98
896900,1.0
897000,1.0
897100,0.98
897200,0.98
897300,1.0
897400,1.0
897500,0.98
897600,0.98
897700,0.94
897800,1.0
897900,0.98
898000,0.96
898100,1.0
898200,0.94
898300,0.94
898400,0.9
898500,0.98
898600,0.98
898700,0.96
898800,0.98
898900,0.98
899000,0.96
899100,0.98
899200,0.92
899300,0.98
899400,0.98
899500,0.92
899600,0.96
899700,1.0
899800,0.94
899900,0.96
900000,0.96
900100,1.0
900200,0.96
900300,0.98
900400,1.0
900500,1.0
900600,0.98
900700,0.98
900800,0.98
900900,0.98
901000,0.96
901100,1.0
901200,1.0
901300,0.98
901400,0.92
901500,0.98
901600,0.98
901700,1.0
901800,1.0
901900,0.98
902000,1.0
902100,0.98
902200,0.98
902300,1.0
902400,0.94
902500,1.0
902600,1.0
902700,0.98
902800,0.98
902900,1.0
903000,0.98
903100,0.98
903200,0.94
903300,1.0
903400,0.98
903500,0.96
903600,0.92
903700,1.0
903800,1.0
903900,0.96
904000,0.96
904100,0.92
904200,1.0
904300,0.92
904400,1.0
904500,0.88
904600,0.96
904700,0.98
904800,0.9
904900,0.98
905000,1.0
905100,0.98
905200,0.94
905300,0.96
905400,0.98
905500,1.0
905600,1.0
905700,1.0
905800,0.96
905900,0.96
906000,1.0
906100,0.96
906200,0.98
906300,0.96
906400,0.86
906500,1.0
906600,0.94
906700,1.0
906800,1.0
906900,0.96
907000,0.98
907100,0.98
907200,0.96
907300,1.0
907400,0.96
907500,0.98
907600,1.0
907700,1.0
907800,0.96
907900,1.0
908000,0.98
908100,0.98
908200,0.94
908300,0.98
908400,1.0
908500,0.94
908600,0.92
908700,1.0
908800,0.98
908900,1.0
909000,0.96
909100,1.0
909200,1.0
909300,0.98
909400,0.96
909500,0.98
909600,1.0
909700,1.0
909800,0.92
909900,1.0
910000,1.0
910100,0.92
910200,0.98
910300,0.92
910400,1.0
910500,0.96
910600,0.98
910700,0.96
910800,1.0
910900,1.0
911000,0.96
911100,0.96
911200,1.0
911300,0.8
911400,1.0
911500,1.0
911600,0.98
911700,1.0
911800,0.98
911900,1.0
912000,0.94
912100,0.96
912200,1.0
912300,0.96
912400,1.0
912500,1.0
912600,0.98
912700,0.98
912800,0.98
912900,1.0
913000,0.92
913100,0.98
913200,0.96
913300,1.0
913400,0.96
913500,1.0
913600,0.96
913700,0.94
913800,1.0
913900,0.96
914000,0.9
914100,1.0
914200,0.98
914300,0.98
914400,0.9
914500,0.98
914600,0.96
914700,0.96
914800,0.96
914900,1.0
915000,0.88
915100,0.98
915200,1.0
915300,0.96
915400,0.9
915500,0.98
915600,1.0
915700,0.98
915800,0.98
915900,0.98
916000,0.98
916100,0.92
916200,0.96
916300,1.0
916400,0.92
916500,0.98
916600,1.0
916700,0.96
916800,0.96
916900,1.0
917000,1.0
917100,0.94
917200,0.98
917300,0.98
917400,0.94
917500,0.98
917600,1.0
917700,0.96
917800,0.98
917900,0.98
918000,0.96
918100,0.96
918200,0.94
918300,1.0
918400,1.0
918500,0.96
918600,0.96
918700,0.98
918800,1.0
918900,1.0
919000,0.72
919100,0.94
919200,1.0
919300,0.96
919400,0.96
919500,1.0
919600,0.98
919700,0.98
919800,0.96
919900,1.0
920000,1.0
920100,1.0
920200,0.94
920300,1.0
920400,1.0
920500,0.92
920600,0.96
920700,0.98
920800,0.96
920900,1.0
921000,0.96
921100,0.84
921200,0.92
921300,1.0
921400,1.0
921500,0.92
921600,0.98
921700,0.96
921800,0.88
921900,1.0
922000,1.0
922100,1.0
922200,0.98
922300,0.96
922400,1.0
922500,0.98
922600,1.0
922700,0.98
922800,1.0
922900,0.96
923000,0.94
923100,1.0
923200,0.98
923300,0.94
923400,1.0
923500,0.9
923600,0.98
923700,1.0
923800,0.94
923900,0.96
924000,1.0
924100,0.96
924200,0.98
924300,0.98
924400,0.92
924500,0.94
924600,0.94
924700,0.94
924800,0.98
924900,1.0
925000,0.96
925100,0.98
925200,0.84
925300,0.94
925400,0.98
925500,0.98
925600,0.96
925700,0.98
925800,1.0
925900,1.0
926000,1.0
926100,1.0
926200,1.0
926300,1.0
926400,1.0
926500,0.94
926600,0.98
926700,0.96
926800,0.96
926900,0.98
927000,0.96
927100,1.0
927200,0.96
927300,0.98
927400,0.96
927500,0.98
927600,1.0
927700,0.92
927800,0.98
927900,0.96
928000,0.96
928100,1.0
928200,1.0
928300,1.0
928400,0.98
928500,1.0
928600,1.0
928700,0.98
928800,0.96
928900,0.98
929000,1.0
929100,0.98
929200,0.92
929300,0.94
929400,0.98
929500,0.96
929600,0.94
929700,0.98
929800,0.98
929900,1.0
930000,0.98
930100,0.98
930200,0.98
930300,0.98
930400,0.86
930500,0.94
930600,1.0
930700,1.0
930800,1.0
930900,0.94
931000,1.0
931100,0.98
931200,1.0
931300,0.98
931400,0.92
931500,0.98
931600,1.0
931700,1.0
931800,1.0
931900,1.0
932000,0.92
932100,0.98
932200,1.0
932300,0.94
932400,0.98
932500,1.0
932600,1.0
932700,1.0
932800,1.0
932900,1.0
933000,0.94
933100,0.98
933200,1.0
933300,1.0
933400,0.94
933500,0.9
933600,0.98
933700,1.0
933800,0.98
933900,0.98
934000,1.0
934100,1.0
934200,0.98
934300,1.0
934400,0.98
934500,0.96
934600,1.0
934700,0.98
934800,1.0
934900,1.0
935000,0.96
935100,1.0
935200,1.0
935300,0.98
935400,0.98
935500,1.0
935600,0.9
935700,1.0
935800,1.0
935900,0.98
936000,0.98
936100,0.98
936200,0.98
936300,0.98
936400,0.98
936500,1.0
936600,0.96
936700,0.96
936800,1.0
936900,0.98
937000,1.0
937100,0.96
937200,0.9
937300,1.0
937400,1.0
937500,0.96
937600,0.96
937700,1.0
937800,0.94
937900,0.98
938000,1.0
938100,0.76
938200,1.0
938300,0.98
938400,0.96
938500,0.98
938600,0.88
938700,0.98
938800,0.94
938900,0.98
939000,1.0
939100,0.96
939200,0.96
939300,0.98
939400,0.82
939500,0.98
939600,0.92
939700,0.98
939800,0.98
939900,0.98
940000,1.0
940100,1.0
940200,0.98
940300,0.98
940400,0.96
940500,0.98
940600,1.0
940700,0.98
940800,0.96
940900,0.96
941000,1.0
941100,0.98
941200,0.94
941300,1.0
941400,0.98
941500,0.96
941600,1.0
941700,1.0
941800,1.0
941900,1.0
942000,1.0
942100,0.92
942200,0.94
942300,1.0
942400,0.98
942500,0.9
942600,0.96
942700,1.0
942800,0.96
942900,0.98
943000,0.96
943100,1.0
943200,1.0
943300,1.0
943400,1.0
943500,0.98
943600,0.98
943700,0.96
943800,0.98
943900,0.96
944000,0.98
944100,0.98
944200,1.0
944300,0.98
944400,1.0
944500,1.0
944600,0.96
944700,0.94
944800,0.98
944900,1.0
945000,0.88
945100,0.98
945200,1.0
945300,0.98
945400,0.98
945500,0.94
945600,0.94
945700,1.0
945800,0.96
945900,0.98
946000,0.96
946100,0.96
946200,0.98
946300,0.98
946400,0.92
946500,0.96
946600,0.98
946700,0.96
946800,0.9
946900,0.98
947000,0.98
947100,0.96
947200,0.98
947300,0.84
947400,0.94
947500,0.98
947600,1.0
947700,0.94
947800,0.96
947900,0.92
948000,1.0
948100,1.0
948200,1.0
948300,0.98
948400,0.96
948500,0.96
948600,1.0
948700,0.96
948800,0.88
948900,1.0
949000,0.98
949100,0.98
949200,0.98
949300,0.98
949400,0.96
949500,1.0
949600,0.98
949700,1.0
949800,0.9
949900,0.98
950000,0.96
950100,1.0
950200,0.96
950300,0.98
950400,0.9
950500,0.98
950600,0.98
950700,1.0
950800,1.0
950900,1.0
951000,1.0
951100,0.98
951200,0.96
951300,0.94
951400,0.98
951500,0.98
951600,1.0
951700,0.92
951800,1.0
951900,0.94
952000,0.98
952100,1.0
952200,0.9
952300,1.0
952400,1.0
952500,1.0
952600,0.96
952700,1.0
952800,0.98
952900,1.0
953000,0.94
953100,1.0
953200,0.98
953300,1.0
953400,0.94
953500,0.96
953600,1.0
953700,0.98
953800,1.0
953900,0.92
954000,0.94
954100,1.0
954200,0.86
954300,0.96
954400,0.98
954500,0.92
954600,0.96
954700,1.0
954800,0.92
954900,0.98
955000,0.98
955100,0.96
955200,0.98
955300,0.94
955400,0.9
955500,1.0
955600,1.0
955700,1.0
955800,0.98
955900,0.98
956000,1.0
956100,0.94
956200,0.98
956300,1.0
956400,1.0
956500,0.94
956600,1.0
956700,1.0
956800,0.98
956900,1.0
957000,0.98
957100,0.98
957200,0.94
957300,1.0
957400,1.0
957500,1.0
957600,0.96
957700,0.98
957800,0.98
957900,0.82
958000,1.0
958100,0.98
958200,0.98
958300,1.0
958400,1.0
958500,0.98
958600,0.98
958700,1.0
958800,0.88
958900,1.0
959000,1.0
959100,0.98
959200,0.9
959300,0.98
959400,1.0
959500,0.98
959600,0.84
959700,1.0
959800,1.0
959900,0.98
960000,0.92
960100,1.0
960200,1.0
960300,0.98
960400,0.94
960500,1.0
960600,0.98
960700,0.98
960800,0.92
960900,0.96
961000,0.98
961100,1.0
961200,0.92
961300,0.98
961400,1.0
961500,0.96
961600,0.98
961700,1.0
961800,1.0
961900,0.96
962000,0.96
962100,1.0
962200,1.0
962300,0.96
962400,1.0
962500,0.98
962600,0.98
962700,0.96
962800,1.0
962900,1.0
963000,0.98
963100,0.98
963200,0.98
963300,0.94
963400,1.0
963500,0.98
963600,0.96
963700,0.98
963800,0.98
963900,0.96
964000,0.98
964100,0.9
964200,1.0
964300,0.98
964400,1.0
964500,0.98
964600,0.96
964700,1.0
964800,1.0
964900,0.92
965000,0.98
965100,0.98
965200,1.0
965300,0.98
965400,1.0
965500,0.94
965600,0.96
965700,1.0
965800,1.0
965900,1.0
966000,1.0
966100,0.94
966200,0.92
966300,0.86
966400,0.96
966500,1.0
966600,0.96
966700,0.92
966800,1.0
966900,1.0
967000,0.96
967100,0.98
967200,0.98
967300,1.0
967400,0.96
967500,0.92
967600,1.0
967700,1.0
967800,1.0
967900,0.96
968000,0.96
968100,1.0
968200,0.96
968300,0.96
968400,0.98
968500,0.96
968600,0.98
968700,0.96
968800,0.96
968900,0.94
969000,1.0
969100,1.0
969200,0.96
969300,0.92
969400,1.0
969500,1.0
969600,0.94
969700,0.88
969800,0.98
969900,0.98
970000,0.94
970100,1.0
970200,0.98
970300,0.98
970400,0.92
970500,0.88
970600,0.96
970700,0.88
970800,0.96
970900,0.98
971000,0.9
971100,0.98
971200,0.98
971300,0.96
971400,0.96
971500,0.98
971600,0.94
971700,0.9
971800,0.88
971900,0.98
972000,1.0
972100,0.94
972200,0.98
972300,1.0
972400,0.96
972500,0.94
972600,0.96
972700,0.96
972800,0.94
972900,0.96
973000,1.0
973100,0.96
973200,1.0
973300,0.96
973400,0.98
973500,0.92
973600,0.94
973700,0.98
973800,0.92
973900,0.98
974000,0.98
974100,0.96
974200,1.0
974300,0.98
974400,1.0
974500,0.96
974600,0.96
974700,1.0
974800,0.98
974900,0.98
975000,0.9
975100,0.98
975200,0.96
975300,1.0
975400,0.98
975500,1.0
975600,0.92
975700,0.98
975800,0.98
975900,0.96
976000,0.98
976100,1.0
976200,0.9
976300,1.0
976400,0.96
976500,0.98
976600,1.0
976700,0.9
976800,0.86
976900,0.98
977000,1.0
977100,0.96
977200,1.0
977300,0.98
977400,1.0
977500,0.96
977600,0.88
977700,1.0
977800,1.0
977900,1.0
978000,1.0
978100,1.0
978200,1.0
978300,0.98
978400,0.96
978500,1.0
978600,1.0
978700,0.98
978800,0.96
978900,1.0
979000,0.9
979100,1.0
979200,1.0
979300,0.94
979400,0.98
979500,0.98
979600,0.98
979700,1.0
979800,0.96
979900,0.96
980000,0.98
980100,1.0
980200,1.0
980300,0.98
980400,0.94
980500,0.96
980600,1.0
980700,0.88
980800,0.98
980900,0.98
981000,0.96
981100,1.0
981200,0.96
981300,0.98
981400,0.94
981500,0.96
981600,0.96
981700,0.96
981800,1.0
981900,0.98
982000,1.0
982100,0.86
982200,1.0
982300,1.0
982400,1.0
982500,1.0
982600,0.92
982700,0.94
982800,0.96
982900,0.94
983000,1.0
983100,1.0
983200,1.0
983300,1.0
983400,0.98
983500,0.94
983600,0.96
983700,0.92
983800,0.94
983900,0.96
984000,1.0
984100,0.96
984200,0.98
984300,0.98
984400,1.0
984500,0.98
984600,1.0
984700,0.98
984800,1.0
984900,0.92
985000,0.98
985100,0.9
985200,0.98
985300,0.98
985400,1.0
985500,0.98
985600,0.96
985700,1.0
985800,1.0
985900,0.98
986000,1.0
986100,1.0
986200,0.94
986300,0.98
986400,0.96
986500,1.0
986600,1.0
986700,0.98
986800,1.0
986900,1.0
987000,0.98
987100,0.82
987200,0.94
987300,0.96
987400,0.96
987500,0.98
987600,0.9
987700,1.0
987800,0.98
987900,0.96
988000,0.94
988100,0.9
988200,0.96
988300,1.0
988400,1.0
988500,1.0
988600,0.98
988700,1.0
988800,0.98
988900,0.98
989000,0.94
989100,0.92
989200,1.0
989300,1.0
989400,1.0
989500,0.9
989600,0.98
989700,0.96
989800,0.98
989900,0.98
990000,0.98
990100,1.0
990200,1.0
990300,0.9
990400,1.0
990500,0.96
990600,0.94
990700,0.96
990800,0.98
990900,0.98
991000,0.94
991100,1.0
991200,0.96
991300,0.96
991400,0.98
991500,0.96
991600,0.98
991700,0.98
991800,0.96
991900,0.98
992000,0.94
992100,0.98
992200,0.96
992300,0.96
992400,0.88
992500,0.92
992600,1.0
992700,0.98
992800,0.96
992900,0.96
993000,0.96
993100,0.92
993200,0.96
993300,1.0
993400,0.98
993500,0.92
