 MCS,m,L
     1210000 ,   1.000000     ,          10
     1211000 ,  0.9800000     ,          10
     1212000 ,  0.9800000     ,          10
     1213000 ,  0.9800000     ,          10
     1214000 ,  0.9800000     ,          10
     1215000 ,  0.9800000     ,          10
     1216000 ,   1.000000     ,          10
     1217000 ,   1.000000     ,          10
     1218000 ,   1.000000     ,          10
     1219000 ,  0.9800000     ,          10
     1220000 ,  0.9200000     ,          10
     1221000 ,  0.9600000     ,          10
     1222000 ,  0.8800000     ,          10
     1223000 ,  0.9800000     ,          10
     1224000 ,  0.9600000     ,          10
     1225000 ,  0.9800000     ,          10
     1226000 ,  0.9600000     ,          10
     1227000 ,   1.000000     ,          10
     1228000 ,   1.000000     ,          10
     1229000 ,   1.000000     ,          10
     1230000 ,  0.9600000     ,          10
     1231000 ,   1.000000     ,          10
     1232000 ,  0.9800000     ,          10
     1233000 ,  0.9800000     ,          10
     1234000 ,  0.8600000     ,          10
     1235000 ,  0.9400000     ,          10
     1236000 ,   1.000000     ,          10
     1237000 ,   1.000000     ,          10
     1238000 ,   1.000000     ,          10
     1239000 ,  0.9800000     ,          10
     1240000 ,   1.000000     ,          10
     1241000 ,   1.000000     ,          10
     1242000 ,  0.9800000     ,          10
     1243000 ,  0.9800000     ,          10
     1244000 ,   1.000000     ,          10
     1245000 ,  0.9800000     ,          10
     1246000 ,  0.9400000     ,          10
     1247000 ,  0.9800000     ,          10
     1248000 ,  0.9800000     ,          10
     1249000 ,   1.000000     ,          10
     1250000 ,  0.9600000     ,          10
     1251000 ,  0.9600000     ,          10
     1252000 ,  0.9600000     ,          10
     1253000 ,  0.9800000     ,          10
     1254000 ,  0.9600000     ,          10
     1255000 ,  0.9800000     ,          10
     1256000 ,  0.9000000     ,          10
     1257000 ,  0.9200000     ,          10
     1258000 ,  0.9600000     ,          10
     1259000 ,  0.9400000     ,          10
     1260000 ,  0.9600000     ,          10
     1261000 ,  0.9800000     ,          10
     1262000 ,  0.9600000     ,          10
     1263000 ,  0.9400000     ,          10
     1264000 ,   1.000000     ,          10
     1265000 ,   1.000000     ,          10
     1266000 ,  0.9600000     ,          10
     1267000 ,   1.000000     ,          10
     1268000 ,  0.9600000     ,          10
     1269000 ,  0.9800000     ,          10
     1270000 ,   1.000000     ,          10
     1271000 ,  0.9800000     ,          10
     1272000 ,  0.9600000     ,          10
     1273000 ,  0.9200000     ,          10
     1274000 ,  0.8800000     ,          10
     1275000 ,  0.9600000     ,          10
     1276000 ,  0.9600000     ,          10
     1277000 ,  0.9400000     ,          10
     1278000 ,  0.9600000     ,          10
     1279000 ,   1.000000     ,          10
     1280000 ,  0.9800000     ,          10
     1281000 ,   1.000000     ,          10
     1282000 ,   1.000000     ,          10
     1283000 ,  0.9800000     ,          10
     1284000 ,   1.000000     ,          10
     1285000 ,   1.000000     ,          10
     1286000 ,  0.9800000     ,          10
     1287000 ,  0.9800000     ,          10
     1288000 ,  0.9200000     ,          10
     1289000 ,   1.000000     ,          10
     1290000 ,  0.9400000     ,          10
     1291000 ,  0.9800000     ,          10
     1292000 ,  0.9600000     ,          10
     1293000 ,  0.9800000     ,          10
     1294000 ,  0.9200000     ,          10
     1295000 ,   1.000000     ,          10
     1296000 ,  0.9200000     ,          10
     1297000 ,  0.9600000     ,          10
     1298000 ,  0.9800000     ,          10
     1299000 ,  0.9400000     ,          10
     1300000 ,  0.8800000     ,          10
     1301000 ,  0.9600000     ,          10
     1302000 ,  0.9200000     ,          10
     1303000 ,   1.000000     ,          10
     1304000 ,   1.000000     ,          10
     1305000 ,   1.000000     ,          10
     1306000 ,  0.9400000     ,          10
     1307000 ,   1.000000     ,          10
     1308000 ,  0.9800000     ,          10
     1309000 ,  0.9600000     ,          10
     1310000 ,  0.9600000     ,          10
     1311000 ,  0.9800000     ,          10
     1312000 ,  0.9800000     ,          10
     1313000 ,  0.9600000     ,          10
     1314000 ,  0.9400000     ,          10
     1315000 ,  0.9600000     ,          10
     1316000 ,   1.000000     ,          10
     1317000 ,  0.9600000     ,          10
     1318000 ,  0.9600000     ,          10
     1319000 ,  0.9600000     ,          10
     1320000 ,  0.9800000     ,          10
     1321000 ,   1.000000     ,          10
     1322000 ,  0.9800000     ,          10
     1323000 ,  0.9600000     ,          10
     1324000 ,  0.9800000     ,          10
     1325000 ,  0.9800000     ,          10
     1326000 ,  0.9600000     ,          10
     1327000 ,  0.9800000     ,          10
     1328000 ,  0.9600000     ,          10
     1329000 ,  0.9400000     ,          10
     1330000 ,   1.000000     ,          10
     1331000 ,  0.9800000     ,          10
     1332000 ,  0.7000000     ,          10
     1333000 ,   1.000000     ,          10
     1334000 ,  0.9800000     ,          10
     1335000 ,  0.9400000     ,          10
     1336000 ,  0.9600000     ,          10
     1337000 ,  0.9600000     ,          10
     1338000 ,  0.9400000     ,          10
     1339000 ,  0.9600000     ,          10
     1340000 ,  0.9600000     ,          10
     1341000 ,  0.9800000     ,          10
     1342000 ,   1.000000     ,          10
     1343000 ,  0.9400000     ,          10
     1344000 ,  0.9800000     ,          10
     1345000 ,  0.9600000     ,          10
     1346000 ,   1.000000     ,          10
     1347000 ,  0.9800000     ,          10
     1348000 ,  0.9800000     ,          10
     1349000 ,  0.9600000     ,          10
     1350000 ,  0.9400000     ,          10
     1351000 ,  0.9600000     ,          10
     1352000 ,  0.9600000     ,          10
     1353000 ,   1.000000     ,          10
     1354000 ,  0.9600000     ,          10
     1355000 ,  0.9800000     ,          10
     1356000 ,  0.9400000     ,          10
     1357000 ,  0.9800000     ,          10
     1358000 ,   1.000000     ,          10
     1359000 ,  0.9800000     ,          10
     1360000 ,  0.9800000     ,          10
     1361000 ,   1.000000     ,          10
     1362000 ,   1.000000     ,          10
     1363000 ,  0.8800000     ,          10
     1364000 ,  0.9400000     ,          10
     1365000 ,  0.9400000     ,          10
     1366000 ,  0.9600000     ,          10
     1367000 ,  0.9000000     ,          10
     1368000 ,  0.8800000     ,          10
     1369000 ,   1.000000     ,          10
     1370000 ,  0.9400000     ,          10
     1371000 ,   1.000000     ,          10
     1372000 ,   1.000000     ,          10
     1373000 ,  0.9800000     ,          10
     1374000 ,  0.9000000     ,          10
     1375000 ,   1.000000     ,          10
     1376000 ,  0.9800000     ,          10
     1377000 ,   1.000000     ,          10
     1378000 ,   1.000000     ,          10
     1379000 ,   1.000000     ,          10
     1380000 ,  0.9600000     ,          10
     1381000 ,  0.9600000     ,          10
     1382000 ,  0.9800000     ,          10
     1383000 ,  0.9600000     ,          10
     1384000 ,   1.000000     ,          10
     1385000 ,  0.9800000     ,          10
     1386000 ,   1.000000     ,          10
     1387000 , -0.9600000     ,          10
     1388000 , -0.9800000     ,          10
     1389000 , -0.9600000     ,          10
     1390000 ,  -1.000000     ,          10
     1391000 , -0.9800000     ,          10
     1392000 , -0.9400000     ,          10
     1393000 , -0.9200000     ,          10
     1394000 , -0.9200000     ,          10
     1395000 , -0.9800000     ,          10
     1396000 , -0.9800000     ,          10
     1397000 , -0.9800000     ,          10
     1398000 , -0.9800000     ,          10
     1399000 , -0.9800000     ,          10
     1400000 , -0.8000000     ,          10
     1401000 , -0.9400000     ,          10
     1402000 , -0.9800000     ,          10
     1403000 ,  -1.000000     ,          10
     1404000 ,  -1.000000     ,          10
     1405000 ,  -1.000000     ,          10
     1406000 ,  -1.000000     ,          10
     1407000 , -0.9400000     ,          10
     1408000 ,  -1.000000     ,          10
     1409000 , -0.9200000     ,          10
     1410000 , -0.9600000     ,          10
     1411000 ,  -1.000000     ,          10
     1412000 , -0.9800000     ,          10
     1413000 , -0.9800000     ,          10
     1414000 ,  -1.000000     ,          10
     1415000 , -0.9800000     ,          10
     1416000 ,  -1.000000     ,          10
     1417000 ,  -1.000000     ,          10
     1418000 ,  -1.000000     ,          10
     1419000 , -0.9600000     ,          10
     1420000 , -0.9800000     ,          10
     1421000 , -0.9800000     ,          10
     1422000 , -0.9200000     ,          10
     1423000 , -0.9400000     ,          10
     1424000 , -0.9800000     ,          10
     1425000 , -0.9600000     ,          10
     1426000 , -0.9400000     ,          10
     1427000 ,  -1.000000     ,          10
     1428000 , -0.9400000     ,          10
     1429000 ,  -1.000000     ,          10
     1430000 , -0.9800000     ,          10
     1431000 ,  -1.000000     ,          10
     1432000 , -0.9400000     ,          10
     1433000 , -0.9600000     ,          10
     1434000 ,  -1.000000     ,          10
     1435000 , -0.9000000     ,          10
     1436000 , -0.9800000     ,          10
     1437000 , -0.9600000     ,          10
     1438000 , -0.9800000     ,          10
     1439000 ,  -1.000000     ,          10
     1440000 , -0.9600000     ,          10
     1441000 , -0.9600000     ,          10
     1442000 , -0.9800000     ,          10
     1443000 , -0.9800000     ,          10
     1444000 ,  -1.000000     ,          10
     1445000 ,  -1.000000     ,          10
     1446000 , -0.9800000     ,          10
     1447000 ,  -1.000000     ,          10
     1448000 , -0.9800000     ,          10
     1449000 ,  -1.000000     ,          10
     1450000 ,  -1.000000     ,          10
     1451000 , -0.9400000     ,          10
     1452000 , -0.9800000     ,          10
     1453000 , -0.9000000     ,          10
     1454000 , -0.9600000     ,          10
     1455000 , -0.9600000     ,          10
     1456000 , -0.9800000     ,          10
     1457000 , -0.9800000     ,          10
     1458000 , -0.9000000     ,          10
     1459000 ,  -1.000000     ,          10
     1460000 ,  -1.000000     ,          10
     1461000 , -0.9600000     ,          10
     1462000 , -0.9800000     ,          10
     1463000 , -0.9800000     ,          10
     1464000 , -0.9200000     ,          10
     1465000 ,  -1.000000     ,          10
     1466000 ,  -1.000000     ,          10
     1467000 , -0.7400000     ,          10
     1468000 ,  -1.000000     ,          10
     1469000 , -0.9800000     ,          10
     1470000 , -0.8800000     ,          10
     1471000 ,  -1.000000     ,          10
     1472000 ,  -1.000000     ,          10
     1473000 ,  -1.000000     ,          10
     1474000 ,  -1.000000     ,          10
     1475000 ,  -1.000000     ,          10
     1476000 , -0.9400000     ,          10
     1477000 , -0.9600000     ,          10
     1478000 , -0.8800000     ,          10
     1479000 ,  -1.000000     ,          10
     1480000 ,  -1.000000     ,          10
     1481000 , -0.9800000     ,          10
     1482000 , -0.9400000     ,          10
     1483000 , -0.9600000     ,          10
     1484000 , -0.9800000     ,          10
     1485000 , -0.8800000     ,          10
     1486000 ,  -1.000000     ,          10
     1487000 , -0.9800000     ,          10
     1488000 ,  -1.000000     ,          10
     1489000 , -0.9600000     ,          10
     1490000 , -0.9800000     ,          10
     1491000 , -0.9200000     ,          10
     1492000 , -0.9600000     ,          10
     1493000 , -0.9600000     ,          10
     1494000 ,  -1.000000     ,          10
     1495000 , -0.9800000     ,          10
     1496000 , -0.9400000     ,          10
     1497000 , -0.9400000     ,          10
     1498000 ,  -1.000000     ,          10
     1499000 , -0.9200000     ,          10
     1500000 ,  -1.000000     ,          10
     1501000 , -0.9800000     ,          10
     1502000 , -0.9400000     ,          10
     1503000 ,  -1.000000     ,          10
     1504000 ,  -1.000000     ,          10
     1505000 , -0.9800000     ,          10
     1506000 ,  -1.000000     ,          10
     1507000 ,  -1.000000     ,          10
     1508000 , -0.9600000     ,          10
     1509000 , -0.9600000     ,          10
     1510000 , -0.9600000     ,          10
     1511000 , -0.9800000     ,          10
     1512000 , -0.8600000     ,          10
     1513000 ,  -1.000000     ,          10
     1514000 , -0.9800000     ,          10
     1515000 , -0.9800000     ,          10
     1516000 , -0.9600000     ,          10
     1517000 , -0.8800000     ,          10
     1518000 , -0.9800000     ,          10
     1519000 , -0.9400000     ,          10
     1520000 , -0.9400000     ,          10
     1521000 , -0.9800000     ,          10
     1522000 , -0.9800000     ,          10
     1523000 , -0.9400000     ,          10
     1524000 , -0.8400000     ,          10
     1525000 ,  -1.000000     ,          10
     1526000 ,  -1.000000     ,          10
     1527000 , -0.8800000     ,          10
     1528000 , -0.9600000     ,          10
     1529000 , -0.9800000     ,          10
     1530000 , -0.9600000     ,          10
     1531000 , -0.9800000     ,          10
     1532000 , -0.9800000     ,          10
     1533000 , -0.9000000     ,          10
     1534000 , -0.9600000     ,          10
     1535000 , -0.9400000     ,          10
     1536000 , -0.9800000     ,          10
     1537000 , -0.8600000     ,          10
     1538000 , -0.9200000     ,          10
     1539000 , -0.9400000     ,          10
     1540000 ,  -1.000000     ,          10
     1541000 , -0.8800000     ,          10
     1542000 ,  -1.000000     ,          10
     1543000 , -0.9600000     ,          10
     1544000 , -0.9400000     ,          10
     1545000 , -0.9800000     ,          10
     1546000 ,  -1.000000     ,          10
     1547000 , -0.9400000     ,          10
     1548000 , -0.9800000     ,          10
     1549000 , -0.9800000     ,          10
     1550000 , -0.9600000     ,          10
     1551000 ,  -1.000000     ,          10
     1552000 , -0.9800000     ,          10
     1553000 , -0.9800000     ,          10
     1554000 , -0.9800000     ,          10
     1555000 , -0.9000000     ,          10
     1556000 , -0.9600000     ,          10
     1557000 ,  -1.000000     ,          10
     1558000 , -0.9400000     ,          10
     1559000 , -0.9800000     ,          10
     1560000 , -0.9600000     ,          10
     1561000 , -0.9600000     ,          10
     1562000 ,  -1.000000     ,          10
     1563000 , -0.9200000     ,          10
     1564000 ,  -1.000000     ,          10
     1565000 , -0.9800000     ,          10
     1566000 , -0.9400000     ,          10
     1567000 ,  -1.000000     ,          10
     1568000 ,  -1.000000     ,          10
     1569000 , -0.9800000     ,          10
     1570000 ,  -1.000000     ,          10
     1571000 , -0.9400000     ,          10
     1572000 ,  -1.000000     ,          10
     1573000 ,  -1.000000     ,          10
     1574000 , -0.9800000     ,          10
     1575000 , -0.9800000     ,          10
     1576000 ,  -1.000000     ,          10
     1577000 , -0.9600000     ,          10
     1578000 , -0.9000000     ,          10
     1579000 , -0.9600000     ,          10
     1580000 , -0.9800000     ,          10
     1581000 ,  -1.000000     ,          10
     1582000 , -0.9800000     ,          10
     1583000 , -0.9800000     ,          10
     1584000 ,  -1.000000     ,          10
     1585000 , -0.9400000     ,          10
     1586000 ,  -1.000000     ,          10
     1587000 ,  -1.000000     ,          10
     1588000 , -0.9800000     ,          10
     1589000 , -0.9600000     ,          10
     1590000 , -0.9800000     ,          10
     1591000 , -0.8400000     ,          10
     1592000 ,  -1.000000     ,          10
     1593000 , -0.9800000     ,          10
     1594000 , -0.7800000     ,          10
     1595000 , -0.9200000     ,          10
     1596000 , -0.9400000     ,          10
     1597000 , -0.9800000     ,          10
     1598000 , -0.9400000     ,          10
     1599000 , -0.9800000     ,          10
     1600000 ,  -1.000000     ,          10
     1601000 ,  -1.000000     ,          10
     1602000 , -0.9600000     ,          10
     1603000 , -0.9800000     ,          10
     1604000 ,  -1.000000     ,          10
     1605000 , -0.9600000     ,          10
     1606000 , -0.9800000     ,          10
     1607000 , -0.9000000     ,          10
     1608000 , -0.9800000     ,          10
     1609000 ,  -1.000000     ,          10
     1610000 , -0.9400000     ,          10
     1611000 , -0.8800000     ,          10
     1612000 , -0.9800000     ,          10
     1613000 , -0.9400000     ,          10
     1614000 ,  -1.000000     ,          10
     1615000 ,  -1.000000     ,          10
     1616000 ,  -1.000000     ,          10
     1617000 , -0.9800000     ,          10
     1618000 ,  -1.000000     ,          10
     1619000 ,  -1.000000     ,          10
     1620000 , -0.9800000     ,          10
     1621000 ,  -1.000000     ,          10
     1622000 , -0.8200000     ,          10
     1623000 ,  -1.000000     ,          10
     1624000 , -0.9800000     ,          10
     1625000 ,  -1.000000     ,          10
     1626000 , -0.9800000     ,          10
     1627000 , -0.9200000     ,          10
     1628000 , -0.9200000     ,          10
     1629000 ,  -1.000000     ,          10
     1630000 ,  -1.000000     ,          10
     1631000 ,  -1.000000     ,          10
     1632000 , -0.9800000     ,          10
     1633000 ,  -1.000000     ,          10
     1634000 , -0.9600000     ,          10
     1635000 , -0.9800000     ,          10
     1636000 , -0.9800000     ,          10
     1637000 ,  -1.000000     ,          10
     1638000 ,  -1.000000     ,          10
     1639000 , -0.9800000     ,          10
     1640000 , -0.9800000     ,          10
     1641000 , -0.9800000     ,          10
     1642000 , -0.9600000     ,          10
     1643000 , -0.9800000     ,          10
     1644000 ,  -1.000000     ,          10
     1645000 , -0.9800000     ,          10
     1646000 , -0.9600000     ,          10
     1647000 , -0.9400000     ,          10
     1648000 , -0.9800000     ,          10
     1649000 ,  -1.000000     ,          10
     1650000 , -0.9800000     ,          10
     1651000 , -0.9800000     ,          10
     1652000 , -0.8600000     ,          10
     1653000 , -0.9200000     ,          10
     1654000 , -0.9800000     ,          10
     1655000 , -0.9600000     ,          10
     1656000 , -0.8600000     ,          10
     1657000 ,  -1.000000     ,          10
     1658000 , -0.9200000     ,          10
     1659000 , -0.9800000     ,          10
     1660000 ,  -1.000000     ,          10
     1661000 ,  -1.000000     ,          10
     1662000 , -0.9400000     ,          10
     1663000 , -0.9600000     ,          10
     1664000 , -0.9400000     ,          10
     1665000 , -0.9600000     ,          10
     1666000 , -0.9600000     ,          10
     1667000 , -0.9400000     ,          10
     1668000 ,  -1.000000     ,          10
     1669000 ,  -1.000000     ,          10
     1670000 , -0.9400000     ,          10
     1671000 ,  -1.000000     ,          10
     1672000 ,  -1.000000     ,          10
     1673000 , -0.9400000     ,          10
     1674000 , -0.9800000     ,          10
     1675000 , -0.9800000     ,          10
     1676000 , -0.9800000     ,          10
     1677000 , -0.9600000     ,          10
     1678000 , -0.9600000     ,          10
     1679000 , -0.9800000     ,          10
     1680000 , -0.9800000     ,          10
     1681000 , -0.9800000     ,          10
     1682000 ,  -1.000000     ,          10
     1683000 , -0.9800000     ,          10
     1684000 , -0.9600000     ,          10
     1685000 , -0.9800000     ,          10
     1686000 , -0.9800000     ,          10
     1687000 ,  -1.000000     ,          10
     1688000 , -0.9400000     ,          10
     1689000 , -0.9200000     ,          10
     1690000 , -0.9800000     ,          10
     1691000 , -0.9800000     ,          10
     1692000 ,  -1.000000     ,          10
     1693000 , -0.9400000     ,          10
     1694000 ,  -1.000000     ,          10
     1695000 ,  -1.000000     ,          10
     1696000 , -0.9800000     ,          10
     1697000 , -0.8000000     ,          10
     1698000 , -0.9600000     ,          10
     1699000 , -0.9600000     ,          10
     1700000 , -0.9800000     ,          10
     1701000 , -0.9200000     ,          10
     1702000 ,  -1.000000     ,          10
     1703000 ,  -1.000000     ,          10
     1704000 ,  -1.000000     ,          10
     1705000 , -0.9800000     ,          10
     1706000 ,  -1.000000     ,          10
     1707000 ,  -1.000000     ,          10
     1708000 ,  -1.000000     ,          10
     1709000 , -0.9800000     ,          10
     1710000 , -0.9600000     ,          10
     1711000 , -0.9800000     ,          10
     1712000 , -0.9400000     ,          10
     1713000 , -0.9800000     ,          10
     1714000 , -0.9600000     ,          10
     1715000 , -0.9800000     ,          10
     1716000 , -0.9600000     ,          10
     1717000 , -0.9800000     ,          10
     1718000 ,  -1.000000     ,          10
     1719000 ,  -1.000000     ,          10
     1720000 , -0.9800000     ,          10
     1721000 ,  -1.000000     ,          10
     1722000 , -0.9800000     ,          10
     1723000 , -0.9200000     ,          10
     1724000 , -0.9600000     ,          10
     1725000 , -0.9400000     ,          10
     1726000 , -0.9400000     ,          10
     1727000 ,  -1.000000     ,          10
     1728000 , -0.9000000     ,          10
     1729000 ,  -1.000000     ,          10
     1730000 , -0.9800000     ,          10
     1731000 , -0.9600000     ,          10
     1732000 , -0.9600000     ,          10
     1733000 , -0.9400000     ,          10
     1734000 , -0.9600000     ,          10
     1735000 , -0.9600000     ,          10
     1736000 , -0.9800000     ,          10
     1737000 , -0.9800000     ,          10
     1738000 ,  -1.000000     ,          10
     1739000 , -0.9400000     ,          10
     1740000 , -0.9800000     ,          10
     1741000 ,  -1.000000     ,          10
     1742000 , -0.9200000     ,          10
     1743000 ,  -1.000000     ,          10
     1744000 , -0.9800000     ,          10
     1745000 , -0.9200000     ,          10
     1746000 , -0.9200000     ,          10
     1747000 , -0.9400000     ,          10
     1748000 ,  -1.000000     ,          10
     1749000 ,  -1.000000     ,          10
     1750000 ,  -1.000000     ,          10
     1751000 , -0.9800000     ,          10
     1752000 , -0.9800000     ,          10
     1753000 , -0.9800000     ,          10
     1754000 ,  -1.000000     ,          10
     1755000 ,  -1.000000     ,          10
     1756000 , -0.9400000     ,          10
     1757000 , -0.9800000     ,          10
     1758000 , -0.9200000     ,          10
     1759000 , -0.9600000     ,          10
     1760000 ,  -1.000000     ,          10
     1761000 , -0.9800000     ,          10
     1762000 ,  -1.000000     ,          10
     1763000 , -0.9600000     ,          10
     1764000 ,  -1.000000     ,          10
     1765000 , -0.9600000     ,          10
     1766000 ,  -1.000000     ,          10
     1767000 , -0.9800000     ,          10
     1768000 , -0.9600000     ,          10
     1769000 , -0.9600000     ,          10
     1770000 , -0.9400000     ,          10
     1771000 ,  -1.000000     ,          10
     1772000 , -0.9600000     ,          10
     1773000 , -0.9400000     ,          10
     1774000 , -0.9800000     ,          10
     1775000 , -0.9800000     ,          10
     1776000 , -0.9600000     ,          10
     1777000 , -0.9800000     ,          10
     1778000 ,  -1.000000     ,          10
     1779000 , -0.9400000     ,          10
     1780000 , -0.9600000     ,          10
     1781000 , -0.9800000     ,          10
     1782000 , -0.9800000     ,          10
     1783000 ,  -1.000000     ,          10
     1784000 , -0.9600000     ,          10
     1785000 , -0.9600000     ,          10
     1786000 , -0.9600000     ,          10
     1787000 , -0.9200000     ,          10
     1788000 , -0.9600000     ,          10
     1789000 , -0.9000000     ,          10
     1790000 ,  -1.000000     ,          10
     1791000 ,  -1.000000     ,          10
     1792000 ,  -1.000000     ,          10
     1793000 ,  -1.000000     ,          10
     1794000 , -0.9600000     ,          10
     1795000 ,  -1.000000     ,          10
     1796000 , -0.9600000     ,          10
     1797000 , -0.9800000     ,          10
     1798000 , -0.9400000     ,          10
     1799000 , -0.9400000     ,          10
     1800000 , -0.8600000     ,          10
     1801000 , -0.9400000     ,          10
     1802000 ,  -1.000000     ,          10
     1803000 , -0.9800000     ,          10
     1804000 , -0.9600000     ,          10
     1805000 , -0.9400000     ,          10
     1806000 , -0.9400000     ,          10
     1807000 ,  -1.000000     ,          10
     1808000 , -0.9800000     ,          10
     1809000 ,  -1.000000     ,          10
     1810000 , -0.9400000     ,          10
     1811000 , -0.8000000     ,          10
     1812000 , -0.9800000     ,          10
     1813000 ,  -1.000000     ,          10
     1814000 , -0.9800000     ,          10
     1815000 , -0.9800000     ,          10
     1816000 , -0.9800000     ,          10
     1817000 , -0.9600000     ,          10
     1818000 , -0.9800000     ,          10
     1819000 , -0.9600000     ,          10
     1820000 ,  -1.000000     ,          10
     1821000 ,  -1.000000     ,          10
     1822000 , -0.9600000     ,          10
     1823000 , -0.9400000     ,          10
     1824000 ,  -1.000000     ,          10
     1825000 , -0.9800000     ,          10
     1826000 ,  -1.000000     ,          10
     1827000 ,  -1.000000     ,          10
     1828000 , -0.9800000     ,          10
     1829000 ,  -1.000000     ,          10
     1830000 ,  -1.000000     ,          10
     1831000 ,  -1.000000     ,          10
     1832000 , -0.9400000     ,          10
     1833000 , -0.9800000     ,          10
     1834000 , -0.9800000     ,          10
     1835000 , -0.9400000     ,          10
     1836000 , -0.9800000     ,          10
     1837000 ,  -1.000000     ,          10
     1838000 ,  -1.000000     ,          10
     1839000 , -0.9800000     ,          10
     1840000 , -0.9600000     ,          10
     1841000 ,  -1.000000     ,          10
     1842000 , -0.9800000     ,          10
     1843000 , -0.9000000     ,          10
     1844000 ,  -1.000000     ,          10
     1845000 , -0.9600000     ,          10
     1846000 , -0.9400000     ,          10
     1847000 ,  -1.000000     ,          10
     1848000 ,  -1.000000     ,          10
     1849000 , -0.9600000     ,          10
     1850000 ,  -1.000000     ,          10
     1851000 , -0.9800000     ,          10
     1852000 , -0.9800000     ,          10
     1853000 , -0.9800000     ,          10
     1854000 ,  -1.000000     ,          10
     1855000 ,  -1.000000     ,          10
     1856000 , -0.9600000     ,          10
     1857000 , -0.9800000     ,          10
     1858000 ,  -1.000000     ,          10
     1859000 , -0.9600000     ,          10
     1860000 , -0.9400000     ,          10
     1861000 , -0.9600000     ,          10
     1862000 , -0.9800000     ,          10
     1863000 ,  -1.000000     ,          10
     1864000 ,  -1.000000     ,          10
     1865000 , -0.9600000     ,          10
     1866000 , -0.9600000     ,          10
     1867000 , -0.9800000     ,          10
     1868000 , -0.9800000     ,          10
     1869000 , -0.9800000     ,          10
     1870000 , -0.9800000     ,          10
     1871000 ,  -1.000000     ,          10
     1872000 ,  -1.000000     ,          10
     1873000 ,  -1.000000     ,          10
     1874000 ,  -1.000000     ,          10
     1875000 , -0.8800000     ,          10
     1876000 , -0.9800000     ,          10
     1877000 ,  -1.000000     ,          10
     1878000 ,  -1.000000     ,          10
     1879000 , -0.9200000     ,          10
     1880000 , -0.9200000     ,          10
     1881000 , -0.8200000     ,          10
     1882000 ,  -1.000000     ,          10
     1883000 , -0.9800000     ,          10
     1884000 ,  -1.000000     ,          10
     1885000 , -0.9800000     ,          10
     1886000 , -0.9800000     ,          10
     1887000 ,  -1.000000     ,          10
     1888000 ,  -1.000000     ,          10
     1889000 , -0.9800000     ,          10
     1890000 ,  -1.000000     ,          10
     1891000 , -0.9800000     ,          10
     1892000 , -0.9800000     ,          10
     1893000 , -0.9400000     ,          10
     1894000 , -0.9800000     ,          10
     1895000 , -0.9600000     ,          10
     1896000 , -0.9800000     ,          10
     1897000 , -0.9600000     ,          10
     1898000 ,  -1.000000     ,          10
     1899000 ,  -1.000000     ,          10
     1900000 , -0.9800000     ,          10
     1901000 ,  -1.000000     ,          10
     1902000 ,  -1.000000     ,          10
     1903000 ,  -1.000000     ,          10
     1904000 , -0.9400000     ,          10
     1905000 ,  -1.000000     ,          10
     1906000 , -0.9600000     ,          10
     1907000 ,  -1.000000     ,          10
     1908000 , -0.9800000     ,          10
     1909000 ,  -1.000000     ,          10
     1910000 , -0.9600000     ,          10
     1911000 ,  -1.000000     ,          10
     1912000 , -0.9800000     ,          10
     1913000 ,  -1.000000     ,          10
     1914000 ,  -1.000000     ,          10
     1915000 , -0.9200000     ,          10
     1916000 ,  -1.000000     ,          10
     1917000 , -0.9400000     ,          10
     1918000 ,  -1.000000     ,          10
     1919000 , -0.9400000     ,          10
     1920000 , -0.9800000     ,          10
     1921000 , -0.9600000     ,          10
     1922000 , -0.8400000     ,          10
     1923000 ,  -1.000000     ,          10
     1924000 ,  -1.000000     ,          10
     1925000 ,  -1.000000     ,          10
     1926000 ,  -1.000000     ,          10
     1927000 , -0.9800000     ,          10
     1928000 ,  -1.000000     ,          10
     1929000 , -0.9800000     ,          10
     1930000 ,  -1.000000     ,          10
     1931000 , -0.9600000     ,          10
     1932000 , -0.9800000     ,          10
     1933000 ,  -1.000000     ,          10
     1934000 , -0.9200000     ,          10
     1935000 , -0.9000000     ,          10
     1936000 ,  -1.000000     ,          10
     1937000 , -0.9600000     ,          10
     1938000 ,  -1.000000     ,          10
     1939000 , -0.9600000     ,          10
     1940000 , -0.9400000     ,          10
     1941000 , -0.9800000     ,          10
     1942000 , -0.9400000     ,          10
     1943000 ,  -1.000000     ,          10
     1944000 , -0.9800000     ,          10
     1945000 , -0.9800000     ,          10
     1946000 ,  -1.000000     ,          10
     1947000 , -0.9600000     ,          10
     1948000 , -0.9600000     ,          10
     1949000 , -0.9600000     ,          10
     1950000 , -0.8800000     ,          10
     1951000 , -0.9200000     ,          10
     1952000 ,  -1.000000     ,          10
     1953000 ,  -1.000000     ,          10
     1954000 , -0.9800000     ,          10
     1955000 , -0.9800000     ,          10
     1956000 , -0.9600000     ,          10
     1957000 , -0.8600000     ,          10
     1958000 , -0.9600000     ,          10
     1959000 , -0.9400000     ,          10
     1960000 , -0.9800000     ,          10
     1961000 ,  -1.000000     ,          10
     1962000 , -0.9200000     ,          10
     1963000 ,  -1.000000     ,          10
     1964000 ,  -1.000000     ,          10
     1965000 , -0.9600000     ,          10
     1966000 ,  0.9600000     ,          10
     1967000 ,   1.000000     ,          10
     1968000 ,  0.8800000     ,          10
