 MCS,m,L
     5440000 , -0.9800000     ,          10
     5441000 ,  -1.000000     ,          10
     5442000 , -0.9600000     ,          10
     5443000 , -0.9600000     ,          10
     5444000 , -0.8800000     ,          10
     5445000 , -0.9400000     ,          10
     5446000 ,  -1.000000     ,          10
     5447000 ,  -1.000000     ,          10
     5448000 , -0.9800000     ,          10
     5449000 , -0.9400000     ,          10
     5450000 , -0.8600000     ,          10
     5451000 , -0.9400000     ,          10
     5452000 , -0.9800000     ,          10
     5453000 ,  -1.000000     ,          10
     5454000 , -0.9200000     ,          10
     5455000 , -0.9600000     ,          10
     5456000 ,  -1.000000     ,          10
     5457000 ,  -1.000000     ,          10
     5458000 ,  -1.000000     ,          10
     5459000 , -0.9400000     ,          10
     5460000 , -0.9600000     ,          10
     5461000 , -0.9600000     ,          10
     5462000 ,  -1.000000     ,          10
     5463000 , -0.9400000     ,          10
     5464000 , -0.9600000     ,          10
     5465000 , -0.9400000     ,          10
     5466000 ,  -1.000000     ,          10
     5467000 , -0.9600000     ,          10
     5468000 ,  -1.000000     ,          10
     5469000 , -0.9400000     ,          10
     5470000 , -0.9600000     ,          10
     5471000 , -0.9600000     ,          10
     5472000 , -0.9600000     ,          10
     5473000 , -0.9800000     ,          10
     5474000 , -0.9800000     ,          10
     5475000 , -0.9600000     ,          10
     5476000 , -0.9600000     ,          10
     5477000 , -0.8800000     ,          10
     5478000 , -0.9800000     ,          10
     5479000 ,  -1.000000     ,          10
     5480000 , -0.9600000     ,          10
     5481000 , -0.9400000     ,          10
     5482000 , -0.9800000     ,          10
     5483000 ,  -1.000000     ,          10
     5484000 , -0.9800000     ,          10
     5485000 , -0.9800000     ,          10
     5486000 , -0.9600000     ,          10
     5487000 , -0.9800000     ,          10
     5488000 , -0.9400000     ,          10
     5489000 , -0.9600000     ,          10
     5490000 , -0.9400000     ,          10
     5491000 , -0.9800000     ,          10
     5492000 ,  -1.000000     ,          10
     5493000 , -0.9800000     ,          10
     5494000 , -0.9800000     ,          10
     5495000 ,  -1.000000     ,          10
     5496000 ,  -1.000000     ,          10
     5497000 , -0.9800000     ,          10
     5498000 , -0.9600000     ,          10
     5499000 ,  -1.000000     ,          10
     5500000 , -0.9800000     ,          10
     5501000 , -0.8000000     ,          10
     5502000 ,  -1.000000     ,          10
     5503000 ,  -1.000000     ,          10
     5504000 , -0.9800000     ,          10
     5505000 , -0.9200000     ,          10
     5506000 , -0.9800000     ,          10
     5507000 , -0.9800000     ,          10
     5508000 , -0.9600000     ,          10
     5509000 , -0.9400000     ,          10
     5510000 , -0.9000000     ,          10
     5511000 , -0.9600000     ,          10
     5512000 , -0.9400000     ,          10
     5513000 ,  -1.000000     ,          10
     5514000 , -0.9800000     ,          10
     5515000 , -0.9800000     ,          10
     5516000 ,  -1.000000     ,          10
     5517000 , -0.9600000     ,          10
     5518000 ,  -1.000000     ,          10
     5519000 ,  -1.000000     ,          10
     5520000 , -0.8600000     ,          10
     5521000 , -0.9800000     ,          10
     5522000 , -0.9200000     ,          10
     5523000 , -0.9800000     ,          10
     5524000 , -0.9600000     ,          10
     5525000 , -0.9800000     ,          10
     5526000 ,  -1.000000     ,          10
     5527000 ,  -1.000000     ,          10
     5528000 , -0.9200000     ,          10
     5529000 , -0.9800000     ,          10
     5530000 , -0.9800000     ,          10
     5531000 , -0.9800000     ,          10
     5532000 , -0.9800000     ,          10
     5533000 , -0.9800000     ,          10
     5534000 , -0.9400000     ,          10
     5535000 , -0.9800000     ,          10
     5536000 ,  -1.000000     ,          10
     5537000 ,  -1.000000     ,          10
     5538000 , -0.9400000     ,          10
     5539000 , -0.9200000     ,          10
     5540000 , -0.9800000     ,          10
     5541000 , -0.9800000     ,          10
     5542000 , -0.9800000     ,          10
     5543000 , -0.9600000     ,          10
     5544000 , -0.9000000     ,          10
     5545000 , -0.9400000     ,          10
     5546000 , -0.9800000     ,          10
     5547000 ,  -1.000000     ,          10
     5548000 , -0.9800000     ,          10
     5549000 , -0.9600000     ,          10
     5550000 ,  -1.000000     ,          10
     5551000 , -0.9600000     ,          10
     5552000 ,  -1.000000     ,          10
     5553000 , -0.9600000     ,          10
     5554000 , -0.9800000     ,          10
     5555000 , -0.9800000     ,          10
     5556000 ,  -1.000000     ,          10
     5557000 , -0.8000000     ,          10
     5558000 ,  -1.000000     ,          10
     5559000 , -0.9800000     ,          10
     5560000 , -0.9600000     ,          10
     5561000 ,  -1.000000     ,          10
     5562000 , -0.9800000     ,          10
     5563000 , -0.9800000     ,          10
     5564000 , -0.9800000     ,          10
     5565000 , -0.9800000     ,          10
     5566000 , -0.9200000     ,          10
     5567000 , -0.9800000     ,          10
     5568000 , -0.9800000     ,          10
     5569000 , -0.9800000     ,          10
     5570000 , -0.9800000     ,          10
     5571000 ,  -1.000000     ,          10
     5572000 , -0.9600000     ,          10
     5573000 , -0.9800000     ,          10
     5574000 , -0.9600000     ,          10
     5575000 , -0.9800000     ,          10
     5576000 ,  -1.000000     ,          10
     5577000 , -0.9800000     ,          10
     5578000 ,  -1.000000     ,          10
     5579000 ,  -1.000000     ,          10
     5580000 , -0.9600000     ,          10
     5581000 , -0.9600000     ,          10
     5582000 , -0.9400000     ,          10
     5583000 ,  -1.000000     ,          10
     5584000 , -0.9800000     ,          10
     5585000 , -0.9600000     ,          10
     5586000 , -0.9200000     ,          10
     5587000 , -0.9800000     ,          10
     5588000 , -0.9200000     ,          10
     5589000 , -0.9600000     ,          10
     5590000 ,  -1.000000     ,          10
     5591000 , -0.9600000     ,          10
     5592000 ,  -1.000000     ,          10
     5593000 , -0.9200000     ,          10
     5594000 , -0.9400000     ,          10
     5595000 , -0.9800000     ,          10
     5596000 , -0.9400000     ,          10
     5597000 , -0.8000000     ,          10
     5598000 ,  -1.000000     ,          10
     5599000 ,  -1.000000     ,          10
     5600000 , -0.9800000     ,          10
     5601000 ,  -1.000000     ,          10
     5602000 , -0.9800000     ,          10
     5603000 ,  -1.000000     ,          10
     5604000 ,  -1.000000     ,          10
     5605000 , -0.9800000     ,          10
     5606000 , -0.9800000     ,          10
     5607000 , -0.9800000     ,          10
     5608000 , -0.9600000     ,          10
     5609000 , -0.9400000     ,          10
     5610000 , -0.9600000     ,          10
     5611000 ,  -1.000000     ,          10
     5612000 ,  -1.000000     ,          10
     5613000 , -0.9800000     ,          10
     5614000 ,  -1.000000     ,          10
     5615000 , -0.9200000     ,          10
     5616000 , -0.9000000     ,          10
     5617000 ,  -1.000000     ,          10
     5618000 , -0.9800000     ,          10
     5619000 , -0.9600000     ,          10
     5620000 , -0.9600000     ,          10
     5621000 , -0.9200000     ,          10
     5622000 , -0.8800000     ,          10
     5623000 ,  -1.000000     ,          10
     5624000 , -0.9000000     ,          10
     5625000 , -0.9800000     ,          10
     5626000 , -0.9800000     ,          10
     5627000 , -0.9800000     ,          10
     5628000 , -0.9800000     ,          10
     5629000 , -0.9800000     ,          10
     5630000 ,  -1.000000     ,          10
     5631000 , -0.9600000     ,          10
     5632000 ,  -1.000000     ,          10
     5633000 , -0.9800000     ,          10
     5634000 , -0.9800000     ,          10
     5635000 , -0.9400000     ,          10
     5636000 , -0.9800000     ,          10
     5637000 ,  -1.000000     ,          10
     5638000 , -0.9800000     ,          10
     5639000 , -0.9800000     ,          10
     5640000 , -0.9800000     ,          10
     5641000 , -0.9000000     ,          10
     5642000 ,  -1.000000     ,          10
     5643000 , -0.9800000     ,          10
     5644000 , -0.9600000     ,          10
     5645000 , -0.9800000     ,          10
     5646000 , -0.9800000     ,          10
     5647000 , -0.9200000     ,          10
     5648000 , -0.9800000     ,          10
     5649000 ,  -1.000000     ,          10
     5650000 ,  -1.000000     ,          10
     5651000 , -0.9600000     ,          10
     5652000 , -0.9800000     ,          10
     5653000 , -0.9600000     ,          10
     5654000 ,  -1.000000     ,          10
     5655000 , -0.9800000     ,          10
     5656000 , -0.9800000     ,          10
     5657000 ,  -1.000000     ,          10
     5658000 , -0.9400000     ,          10
     5659000 , -0.9600000     ,          10
     5660000 ,  -1.000000     ,          10
     5661000 ,  -1.000000     ,          10
     5662000 ,  -1.000000     ,          10
     5663000 , -0.9000000     ,          10
     5664000 ,  -1.000000     ,          10
     5665000 , -0.9800000     ,          10
     5666000 , -0.9800000     ,          10
     5667000 ,  -1.000000     ,          10
     5668000 , -0.9800000     ,          10
     5669000 ,  -1.000000     ,          10
     5670000 ,  -1.000000     ,          10
     5671000 , -0.9600000     ,          10
     5672000 , -0.9400000     ,          10
     5673000 ,  -1.000000     ,          10
     5674000 ,  -1.000000     ,          10
     5675000 , -0.9400000     ,          10
     5676000 , -0.9800000     ,          10
     5677000 , -0.9800000     ,          10
     5678000 , -0.9600000     ,          10
     5679000 , -0.9800000     ,          10
     5680000 ,  -1.000000     ,          10
     5681000 ,  -1.000000     ,          10
     5682000 ,  -1.000000     ,          10
     5683000 , -0.9200000     ,          10
     5684000 , -0.9800000     ,          10
     5685000 ,  -1.000000     ,          10
     5686000 , -0.9600000     ,          10
     5687000 , -0.8800000     ,          10
     5688000 ,  -1.000000     ,          10
     5689000 , -0.8600000     ,          10
     5690000 , -0.9000000     ,          10
     5691000 ,  -1.000000     ,          10
     5692000 , -0.9400000     ,          10
     5693000 , -0.9600000     ,          10
     5694000 , -0.9800000     ,          10
     5695000 , -0.9200000     ,          10
     5696000 ,  -1.000000     ,          10
     5697000 , -0.9400000     ,          10
     5698000 , -0.9800000     ,          10
     5699000 ,  -1.000000     ,          10
     5700000 ,  -1.000000     ,          10
     5701000 ,  -1.000000     ,          10
     5702000 ,  -1.000000     ,          10
     5703000 , -0.9600000     ,          10
     5704000 , -0.9800000     ,          10
     5705000 ,  -1.000000     ,          10
     5706000 ,  -1.000000     ,          10
     5707000 ,  -1.000000     ,          10
     5708000 , -0.9600000     ,          10
     5709000 ,  -1.000000     ,          10
     5710000 , -0.9800000     ,          10
     5711000 , -0.8800000     ,          10
     5712000 , -0.9800000     ,          10
     5713000 ,  -1.000000     ,          10
     5714000 ,  -1.000000     ,          10
     5715000 , -0.9800000     ,          10
     5716000 , -0.9800000     ,          10
     5717000 , -0.9600000     ,          10
     5718000 , -0.9400000     ,          10
     5719000 ,  -1.000000     ,          10
     5720000 ,  -1.000000     ,          10
     5721000 , -0.9800000     ,          10
     5722000 , -0.9600000     ,          10
     5723000 , -0.9200000     ,          10
     5724000 , -0.9200000     ,          10
     5725000 , -0.9000000     ,          10
     5726000 ,  -1.000000     ,          10
     5727000 , -0.9400000     ,          10
     5728000 ,  -1.000000     ,          10
     5729000 , -0.9600000     ,          10
     5730000 , -0.9600000     ,          10
     5731000 , -0.9800000     ,          10
     5732000 ,  -1.000000     ,          10
     5733000 ,  -1.000000     ,          10
     5734000 ,  -1.000000     ,          10
     5735000 , -0.9600000     ,          10
     5736000 , -0.9600000     ,          10
     5737000 , -0.9800000     ,          10
     5738000 ,  -1.000000     ,          10
     5739000 , -0.9600000     ,          10
     5740000 , -0.9600000     ,          10
     5741000 , -0.9400000     ,          10
     5742000 ,  -1.000000     ,          10
     5743000 , -0.9800000     ,          10
     5744000 , -0.9400000     ,          10
     5745000 , -0.9200000     ,          10
     5746000 ,  -1.000000     ,          10
     5747000 , -0.9800000     ,          10
     5748000 ,  -1.000000     ,          10
     5749000 , -0.9800000     ,          10
     5750000 , -0.9800000     ,          10
     5751000 , -0.9800000     ,          10
     5752000 , -0.9800000     ,          10
     5753000 , -0.9800000     ,          10
     5754000 ,  -1.000000     ,          10
     5755000 ,  -1.000000     ,          10
     5756000 , -0.9000000     ,          10
     5757000 , -0.9800000     ,          10
     5758000 , -0.9800000     ,          10
     5759000 , -0.9800000     ,          10
     5760000 , -0.9800000     ,          10
     5761000 ,  -1.000000     ,          10
     5762000 ,  -1.000000     ,          10
     5763000 , -0.9600000     ,          10
     5764000 , -0.9600000     ,          10
     5765000 , -0.9400000     ,          10
     5766000 , -0.9200000     ,          10
     5767000 , -0.9600000     ,          10
     5768000 , -0.9600000     ,          10
     5769000 , -0.9800000     ,          10
     5770000 , -0.9800000     ,          10
     5771000 ,  -1.000000     ,          10
     5772000 , -0.9800000     ,          10
     5773000 ,  -1.000000     ,          10
     5774000 ,  -1.000000     ,          10
     5775000 ,  -1.000000     ,          10
     5776000 , -0.9000000     ,          10
     5777000 ,  -1.000000     ,          10
     5778000 ,  -1.000000     ,          10
     5779000 , -0.9800000     ,          10
     5780000 , -0.9400000     ,          10
     5781000 , -0.9800000     ,          10
     5782000 ,  -1.000000     ,          10
     5783000 ,  -1.000000     ,          10
     5784000 ,  -1.000000     ,          10
     5785000 , -0.9600000     ,          10
     5786000 , -0.9400000     ,          10
     5787000 , -0.9800000     ,          10
     5788000 , -0.9800000     ,          10
     5789000 ,  -1.000000     ,          10
     5790000 , -0.9800000     ,          10
     5791000 ,  -1.000000     ,          10
     5792000 , -0.9600000     ,          10
     5793000 , -0.9600000     ,          10
     5794000 ,  -1.000000     ,          10
     5795000 ,  -1.000000     ,          10
     5796000 ,  -1.000000     ,          10
     5797000 , -0.9800000     ,          10
     5798000 , -0.9600000     ,          10
     5799000 , -0.9800000     ,          10
     5800000 , -0.9600000     ,          10
     5801000 , -0.9600000     ,          10
     5802000 ,  -1.000000     ,          10
     5803000 , -0.9800000     ,          10
     5804000 ,  -1.000000     ,          10
     5805000 , -0.9000000     ,          10
     5806000 , -0.9800000     ,          10
     5807000 , -0.9600000     ,          10
     5808000 , -0.9400000     ,          10
     5809000 , -0.9400000     ,          10
     5810000 ,  -1.000000     ,          10
     5811000 , -0.9600000     ,          10
     5812000 , -0.9000000     ,          10
     5813000 , -0.9600000     ,          10
     5814000 , -0.9800000     ,          10
     5815000 , -0.9600000     ,          10
     5816000 , -0.9800000     ,          10
     5817000 , -0.9800000     ,          10
     5818000 ,  -1.000000     ,          10
     5819000 ,  -1.000000     ,          10
     5820000 , -0.9800000     ,          10
     5821000 , -0.8800000     ,          10
     5822000 , -0.9600000     ,          10
     5823000 , -0.9800000     ,          10
     5824000 , -0.7800000     ,          10
     5825000 ,  -1.000000     ,          10
     5826000 , -0.9800000     ,          10
     5827000 , -0.9600000     ,          10
     5828000 , -0.9800000     ,          10
     5829000 , -0.9600000     ,          10
     5830000 ,  -1.000000     ,          10
     5831000 , -0.9800000     ,          10
     5832000 ,  -1.000000     ,          10
     5833000 , -0.9800000     ,          10
     5834000 , -0.9800000     ,          10
     5835000 , -0.9400000     ,          10
     5836000 , -0.9400000     ,          10
     5837000 , -0.9600000     ,          10
     5838000 , -0.9800000     ,          10
     5839000 , -0.9600000     ,          10
     5840000 , -0.9600000     ,          10
     5841000 , -0.9800000     ,          10
     5842000 , -0.9800000     ,          10
     5843000 ,  -1.000000     ,          10
     5844000 , -0.9000000     ,          10
     5845000 , -0.9600000     ,          10
     5846000 , -0.9800000     ,          10
     5847000 , -0.9800000     ,          10
     5848000 ,  -1.000000     ,          10
     5849000 ,  -1.000000     ,          10
     5850000 , -0.9600000     ,          10
     5851000 , -0.9800000     ,          10
     5852000 , -0.9600000     ,          10
     5853000 , -0.9800000     ,          10
     5854000 , -0.9800000     ,          10
     5855000 ,  -1.000000     ,          10
     5856000 , -0.9400000     ,          10
     5857000 , -0.9600000     ,          10
     5858000 ,  -1.000000     ,          10
     5859000 ,  -1.000000     ,          10
     5860000 ,  -1.000000     ,          10
     5861000 ,  -1.000000     ,          10
     5862000 , -0.9800000     ,          10
     5863000 , -0.9800000     ,          10
     5864000 , -0.9800000     ,          10
     5865000 , -0.9800000     ,          10
     5866000 , -0.9600000     ,          10
     5867000 , -0.9800000     ,          10
     5868000 ,  -1.000000     ,          10
     5869000 ,  -1.000000     ,          10
     5870000 ,  -1.000000     ,          10
     5871000 , -0.8800000     ,          10
     5872000 , -0.9600000     ,          10
     5873000 ,  -1.000000     ,          10
     5874000 ,  -1.000000     ,          10
     5875000 , -0.9600000     ,          10
     5876000 , -0.9800000     ,          10
     5877000 , -0.9600000     ,          10
     5878000 , -0.9800000     ,          10
     5879000 , -0.9800000     ,          10
     5880000 ,  -1.000000     ,          10
     5881000 , -0.9800000     ,          10
     5882000 , -0.9200000     ,          10
     5883000 , -0.9600000     ,          10
     5884000 ,  -1.000000     ,          10
     5885000 ,  -1.000000     ,          10
     5886000 , -0.9800000     ,          10
     5887000 , -0.9800000     ,          10
     5888000 , -0.9400000     ,          10
     5889000 ,  -1.000000     ,          10
     5890000 , -0.9400000     ,          10
     5891000 ,  -1.000000     ,          10
     5892000 , -0.9800000     ,          10
     5893000 , -0.9800000     ,          10
     5894000 , -0.9400000     ,          10
     5895000 , -0.9600000     ,          10
     5896000 ,  -1.000000     ,          10
     5897000 ,  -1.000000     ,          10
     5898000 , -0.9600000     ,          10
     5899000 , -0.9800000     ,          10
     5900000 , -0.8800000     ,          10
     5901000 ,  -1.000000     ,          10
     5902000 , -0.9800000     ,          10
     5903000 ,  -1.000000     ,          10
     5904000 , -0.9400000     ,          10
     5905000 , -0.9800000     ,          10
     5906000 , -0.9600000     ,          10
     5907000 ,  -1.000000     ,          10
     5908000 , -0.9800000     ,          10
     5909000 , -0.9800000     ,          10
     5910000 , -0.8600000     ,          10
     5911000 , -0.9400000     ,          10
     5912000 , -0.9800000     ,          10
     5913000 ,  -1.000000     ,          10
     5914000 , -0.9800000     ,          10
     5915000 , -0.9600000     ,          10
     5916000 , -0.9800000     ,          10
     5917000 ,  -1.000000     ,          10
     5918000 , -0.9800000     ,          10
     5919000 , -0.9400000     ,          10
     5920000 , -0.9800000     ,          10
     5921000 , -0.9800000     ,          10
     5922000 , -0.9800000     ,          10
     5923000 , -0.9400000     ,          10
     5924000 , -0.9800000     ,          10
     5925000 , -0.9600000     ,          10
     5926000 , -0.9800000     ,          10
     5927000 , -0.9200000     ,          10
     5928000 ,  -1.000000     ,          10
     5929000 , -0.9600000     ,          10
     5930000 , -0.9600000     ,          10
     5931000 ,  -1.000000     ,          10
     5932000 , -0.9800000     ,          10
     5933000 , -0.9600000     ,          10
     5934000 , -0.9800000     ,          10
     5935000 , -0.9600000     ,          10
     5936000 , -0.9800000     ,          10
     5937000 , -0.9400000     ,          10
     5938000 ,  -1.000000     ,          10
     5939000 , -0.9800000     ,          10
     5940000 ,  -1.000000     ,          10
     5941000 , -0.9800000     ,          10
     5942000 , -0.9400000     ,          10
     5943000 ,  -1.000000     ,          10
     5944000 , -0.9800000     ,          10
     5945000 , -0.9000000     ,          10
     5946000 , -0.9800000     ,          10
     5947000 ,  -1.000000     ,          10
     5948000 , -0.9800000     ,          10
     5949000 , -0.9800000     ,          10
     5950000 , -0.9800000     ,          10
     5951000 , -0.9400000     ,          10
     5952000 ,  -1.000000     ,          10
     5953000 ,  -1.000000     ,          10
     5954000 , -0.9800000     ,          10
     5955000 ,  -1.000000     ,          10
     5956000 ,  -1.000000     ,          10
     5957000 , -0.9800000     ,          10
     5958000 ,  -1.000000     ,          10
     5959000 , -0.9800000     ,          10
     5960000 , -0.9400000     ,          10
     5961000 , -0.9400000     ,          10
     5962000 , -0.9800000     ,          10
     5963000 , -0.9600000     ,          10
     5964000 , -0.9000000     ,          10
     5965000 , -0.9200000     ,          10
     5966000 , -0.9800000     ,          10
     5967000 ,  -1.000000     ,          10
     5968000 , -0.9600000     ,          10
     5969000 ,  -1.000000     ,          10
     5970000 , -0.9600000     ,          10
     5971000 , -0.9800000     ,          10
     5972000 , -0.9400000     ,          10
     5973000 ,  -1.000000     ,          10
     5974000 ,  -1.000000     ,          10
     5975000 ,  -1.000000     ,          10
     5976000 ,  -1.000000     ,          10
     5977000 , -0.9800000     ,          10
     5978000 , -0.9800000     ,          10
     5979000 ,  -1.000000     ,          10
     5980000 ,  -1.000000     ,          10
     5981000 , -0.9800000     ,          10
     5982000 , -0.9600000     ,          10
     5983000 , -0.9600000     ,          10
     5984000 , -0.9800000     ,          10
     5985000 ,  -1.000000     ,          10
     5986000 , -0.9600000     ,          10
     5987000 , -0.9800000     ,          10
     5988000 , -0.9800000     ,          10
     5989000 , -0.9400000     ,          10
     5990000 , -0.9800000     ,          10
     5991000 , -0.9800000     ,          10
     5992000 , -0.9200000     ,          10
     5993000 ,  -1.000000     ,          10
     5994000 , -0.9800000     ,          10
     5995000 , -0.9600000     ,          10
     5996000 , -0.9200000     ,          10
     5997000 , -0.9800000     ,          10
     5998000 , -0.9800000     ,          10
     5999000 , -0.9800000     ,          10
     6000000 , -0.9600000     ,          10
     6001000 , -0.9800000     ,          10
     6002000 , -0.9800000     ,          10
     6003000 ,  -1.000000     ,          10
     6004000 , -0.9800000     ,          10
     6005000 ,  -1.000000     ,          10
     6006000 , -0.9800000     ,          10
     6007000 , -0.9800000     ,          10
     6008000 , -0.9800000     ,          10
     6009000 , -0.9200000     ,          10
     6010000 , -0.9800000     ,          10
     6011000 , -0.9600000     ,          10
     6012000 , -0.9600000     ,          10
     6013000 ,  -1.000000     ,          10
     6014000 , -0.9800000     ,          10
     6015000 ,  -1.000000     ,          10
     6016000 , -0.9800000     ,          10
     6017000 , -0.9000000     ,          10
     6018000 ,  -1.000000     ,          10
     6019000 ,  -1.000000     ,          10
     6020000 , -0.9600000     ,          10
     6021000 ,  -1.000000     ,          10
     6022000 , -0.9800000     ,          10
     6023000 , -0.9400000     ,          10
     6024000 ,  -1.000000     ,          10
     6025000 , -0.9800000     ,          10
     6026000 , -0.9800000     ,          10
     6027000 , -0.9800000     ,          10
     6028000 , -0.9800000     ,          10
     6029000 , -0.9800000     ,          10
     6030000 , -0.9600000     ,          10
     6031000 ,  -1.000000     ,          10
     6032000 , -0.9400000     ,          10
     6033000 , -0.9600000     ,          10
     6034000 , -0.9200000     ,          10
     6035000 , -0.9800000     ,          10
     6036000 , -0.9800000     ,          10
     6037000 ,  -1.000000     ,          10
     6038000 , -0.9600000     ,          10
     6039000 ,  -1.000000     ,          10
     6040000 ,  -1.000000     ,          10
     6041000 ,  -1.000000     ,          10
     6042000 ,  -1.000000     ,          10
     6043000 , -0.8600000     ,          10
     6044000 , -0.9400000     ,          10
     6045000 , -0.9800000     ,          10
     6046000 , -0.9600000     ,          10
     6047000 ,  -1.000000     ,          10
     6048000 , -0.8800000     ,          10
     6049000 ,  -1.000000     ,          10
     6050000 , -0.9800000     ,          10
     6051000 , -0.9400000     ,          10
     6052000 , -0.9800000     ,          10
     6053000 ,  -1.000000     ,          10
     6054000 , -0.9400000     ,          10
     6055000 , -0.9600000     ,          10
     6056000 , -0.9600000     ,          10
     6057000 , -0.9600000     ,          10
     6058000 ,  -1.000000     ,          10
     6059000 , -0.9400000     ,          10
     6060000 , -0.9800000     ,          10
     6061000 ,  -1.000000     ,          10
     6062000 , -0.9800000     ,          10
     6063000 , -0.9800000     ,          10
     6064000 ,  -1.000000     ,          10
     6065000 , -0.9800000     ,          10
     6066000 , -0.9600000     ,          10
     6067000 ,  -1.000000     ,          10
     6068000 , -0.9800000     ,          10
     6069000 , -0.7000000     ,          10
     6070000 , -0.9600000     ,          10
     6071000 , -0.9800000     ,          10
     6072000 ,  -1.000000     ,          10
     6073000 ,  -1.000000     ,          10
     6074000 , -0.9600000     ,          10
     6075000 , -0.9800000     ,          10
     6076000 , -0.9800000     ,          10
     6077000 , -0.9600000     ,          10
     6078000 , -0.9600000     ,          10
     6079000 , -0.9800000     ,          10
     6080000 , -0.8600000     ,          10
     6081000 , -0.9600000     ,          10
     6082000 ,  -1.000000     ,          10
     6083000 ,  -1.000000     ,          10
     6084000 ,  -1.000000     ,          10
     6085000 , -0.9800000     ,          10
     6086000 ,  -1.000000     ,          10
     6087000 ,  -1.000000     ,          10
     6088000 , -0.9600000     ,          10
     6089000 , -0.9800000     ,          10
     6090000 , -0.9800000     ,          10
     6091000 , -0.9600000     ,          10
     6092000 , -0.9800000     ,          10
     6093000 ,  -1.000000     ,          10
     6094000 , -0.9400000     ,          10
     6095000 , -0.9800000     ,          10
     6096000 , -0.9600000     ,          10
     6097000 ,  -1.000000     ,          10
     6098000 , -0.9800000     ,          10
     6099000 , -0.9800000     ,          10
     6100000 ,  -1.000000     ,          10
     6101000 , -0.9800000     ,          10
     6102000 , -0.9600000     ,          10
     6103000 , -0.9600000     ,          10
     6104000 ,  -1.000000     ,          10
     6105000 , -0.9800000     ,          10
     6106000 ,  -1.000000     ,          10
     6107000 ,  -1.000000     ,          10
     6108000 , -0.9800000     ,          10
     6109000 ,  -1.000000     ,          10
     6110000 , -0.9600000     ,          10
     6111000 ,  -1.000000     ,          10
     6112000 , -0.9800000     ,          10
     6113000 ,  -1.000000     ,          10
     6114000 ,  -1.000000     ,          10
     6115000 , -0.9400000     ,          10
     6116000 , -0.9800000     ,          10
     6117000 ,  -1.000000     ,          10
     6118000 , -0.9800000     ,          10
     6119000 ,  -1.000000     ,          10
     6120000 , -0.9800000     ,          10
     6121000 , -0.9800000     ,          10
     6122000 , -0.8000000     ,          10
     6123000 ,  -1.000000     ,          10
     6124000 , -0.9800000     ,          10
     6125000 ,  -1.000000     ,          10
     6126000 , -0.9800000     ,          10
     6127000 , -0.9800000     ,          10
     6128000 , -0.9800000     ,          10
     6129000 ,  -1.000000     ,          10
     6130000 , -0.9000000     ,          10
     6131000 , -0.9800000     ,          10
     6132000 , -0.8200000     ,          10
     6133000 ,  -1.000000     ,          10
     6134000 , -0.8000000     ,          10
     6135000 , -0.7600000     ,          10
     6136000 , -0.9800000     ,          10
     6137000 ,  -1.000000     ,          10
     6138000 ,  -1.000000     ,          10
     6139000 , -0.9400000     ,          10
     6140000 , -0.9800000     ,          10
     6141000 , -0.9400000     ,          10
     6142000 , -0.9400000     ,          10
     6143000 ,  -1.000000     ,          10
     6144000 , -0.9200000     ,          10
     6145000 ,  -1.000000     ,          10
     6146000 , -0.9800000     ,          10
     6147000 , -0.8400000     ,          10
     6148000 , -0.9600000     ,          10
     6149000 ,  -1.000000     ,          10
     6150000 , -0.9800000     ,          10
     6151000 , -0.9400000     ,          10
     6152000 ,  -1.000000     ,          10
     6153000 , -0.9200000     ,          10
     6154000 , -0.9400000     ,          10
     6155000 ,  -1.000000     ,          10
     6156000 , -0.9400000     ,          10
     6157000 , -0.9600000     ,          10
     6158000 , -0.9800000     ,          10
     6159000 , -0.9800000     ,          10
     6160000 , -0.9800000     ,          10
     6161000 , -0.9000000     ,          10
     6162000 , -0.9600000     ,          10
     6163000 , -0.9400000     ,          10
     6164000 , -0.9200000     ,          10
     6165000 , -0.9600000     ,          10
     6166000 ,  -1.000000     ,          10
     6167000 , -0.9800000     ,          10
     6168000 , -0.9200000     ,          10
     6169000 , -0.9600000     ,          10
     6170000 ,  -1.000000     ,          10
     6171000 , -0.9200000     ,          10
     6172000 , -0.9800000     ,          10
     6173000 ,  -1.000000     ,          10
     6174000 , -0.8800000     ,          10
     6175000 , -0.9600000     ,          10
     6176000 , -0.9200000     ,          10
     6177000 ,  -1.000000     ,          10
     6178000 , -0.9600000     ,          10
     6179000 , -0.9800000     ,          10
     6180000 , -0.9600000     ,          10
     6181000 ,  -1.000000     ,          10
     6182000 , -0.9600000     ,          10
     6183000 , -0.9600000     ,          10
     6184000 , -0.9600000     ,          10
     6185000 , -0.9600000     ,          10
     6186000 , -0.9200000     ,          10
     6187000 ,  -1.000000     ,          10
     6188000 , -0.9600000     ,          10
     6189000 ,  -1.000000     ,          10
     6190000 , -0.9200000     ,          10
     6191000 ,  -1.000000     ,          10
     6192000 ,  -1.000000     ,          10
     6193000 , -0.8600000     ,          10
     6194000 , -0.9400000     ,          10
     6195000 , -0.9800000     ,          10
     6196000 , -0.9400000     ,          10
     6197000 , -0.9800000     ,          10
     6198000 ,  -1.000000     ,          10
     6199000 ,  -1.000000     ,          10
     6200000 , -0.9800000     ,          10
     6201000 ,  -1.000000     ,          10
     6202000 ,  -1.000000     ,          10
     6203000 , -0.8400000     ,          10
