C,0.5
1,0.12975
2,0.11962499999999998
3,0.122
4,0.110125
5,0.11547499999999997
6,0.11562499999999999
7,0.11667857142857144
8,0.111453125
9,0.11018055555555556
10,0.10978750000000001
11,0.11065909090909093
12,0.11028125
13,0.10298076923076924
14,0.11214285714285714
15,0.10925
16,0.109640625
17,0.1055
18,0.10659027777777778
19,0.10421710526315792
20,0.1058875
21,0.10651785714285714
22,0.10431818181818181
23,0.10663586956521738
24,0.10179687500000001
25,0.10293000000000001
26,0.10492788461538463
27,0.10421759259259258
28,0.10494642857142858
29,0.10336206896551726
30,0.10886250000000001
31,0.1037217741935484
32,0.10471875
33,0.10588636363636364
34,0.10538235294117647
35,0.10380714285714283
36,0.10111458333333334
37,0.10856756756756758
38,0.1058421052631579
39,0.10325961538461538
40,0.10799687500000002
41,0.10114939024390243
42,0.10387797619047619
43,0.10645058139534884
44,0.10660795454545453
45,0.1038111111111111
46,0.10197010869565216
47,0.10480851063829788
48,0.10114583333333334
49,0.09997959183673467
50,0.10146000000000001
