C,0.025
1,0.24
2,0.25750000000000006
3,0.23583333333333334
4,0.23062499999999994
5,0.211
6,0.22708333333333333
7,0.21857142857142858
8,0.274375
9,0.22666666666666668
10,0.2715
11,0.27159090909090905
12,0.22749999999999995
13,0.26942307692307693
14,0.2791071428571429
15,0.24983333333333332
16,0.24421874999999998
17,0.2385294117647059
18,0.24472222222222217
19,0.23855263157894735
20,0.2935
21,0.3017857142857143
22,0.2152272727272727
23,0.20184782608695653
24,0.2607291666666667
25,0.23839999999999997
26,0.22874999999999998
27,0.3014814814814815
28,0.25794642857142863
29,0.26112068965517243
30,0.22508333333333336
31,0.2445967741935484
32,0.279765625
33,0.2560606060606061
34,0.23691176470588235
35,0.23385714285714282
36,0.2544444444444445
37,0.25391891891891893
38,0.24473684210526317
39,0.2696153846153846
40,0.24668750000000003
41,0.22469512195121952
42,0.21023809523809525
43,0.2262209302325582
44,0.20988636363636362
45,0.2618333333333333
46,0.2485326086956522
47,0.2508510638297873
48,0.22677083333333337
49,0.2012755102040816
50,0.20875
