 MCS, m
      101300 ,  0.980000019    
      101400 ,  0.939999998    
      101500 ,   1.00000000    
      101600 ,   1.00000000    
      101700 ,  0.980000019    
      101800 ,  0.980000019    
      101900 ,  0.959999979    
      102000 ,   1.00000000    
      102100 ,  0.959999979    
      102200 ,   1.00000000    
      102300 ,  0.980000019    
      102400 ,  0.980000019    
      102500 ,  0.980000019    
      102600 ,   1.00000000    
      102700 ,  0.980000019    
      102800 ,   1.00000000    
      102900 ,  0.980000019    
      103000 ,   1.00000000    
      103100 ,   1.00000000    
      103200 ,  0.920000017    
      103300 ,  0.980000019    
      103400 ,   1.00000000    
      103500 ,  0.980000019    
      103600 ,  0.980000019    
      103700 ,   1.00000000    
      103800 ,   1.00000000    
      103900 ,  0.920000017    
      104000 ,   1.00000000    
      104100 ,   1.00000000    
      104200 ,  0.959999979    
      104300 ,   1.00000000    
      104400 ,   1.00000000    
      104500 ,  0.980000019    
      104600 ,  0.959999979    
      104700 ,  0.959999979    
      104800 ,  0.980000019    
      104900 ,  0.939999998    
      105000 ,  0.980000019    
      105100 ,  0.959999979    
      105200 ,  0.959999979    
      105300 ,  0.959999979    
      105400 ,  0.980000019    
      105500 ,  0.980000019    
      105600 ,  0.959999979    
      105700 ,   1.00000000    
      105800 ,  0.939999998    
      105900 ,  0.980000019    
      106000 ,   1.00000000    
      106100 ,  0.939999998    
      106200 ,  0.959999979    
      106300 ,   1.00000000    
      106400 ,   1.00000000    
      106500 ,  0.939999998    
      106600 ,  0.959999979    
      106700 ,  0.980000019    
      106800 ,  0.939999998    
      106900 ,   1.00000000    
      107000 ,  0.980000019    
      107100 ,  0.980000019    
      107200 ,  0.959999979    
      107300 ,  0.980000019    
      107400 ,  0.980000019    
      107500 ,  0.980000019    
      107600 ,  0.939999998    
      107700 ,  0.800000012    
      107800 ,  0.959999979    
      107900 ,  0.899999976    
      108000 ,  0.939999998    
      108100 ,   1.00000000    
      108200 ,  0.980000019    
      108300 ,  0.980000019    
      108400 ,  0.980000019    
      108500 ,   1.00000000    
      108600 ,  0.980000019    
      108700 ,  0.959999979    
      108800 ,   1.00000000    
      108900 ,  0.980000019    
      109000 ,   1.00000000    
      109100 ,  0.959999979    
      109200 ,  0.939999998    
      109300 ,  0.959999979    
      109400 ,  0.959999979    
      109500 ,  0.939999998    
      109600 ,  0.959999979    
      109700 ,  0.980000019    
      109800 ,  0.899999976    
      109900 ,  0.959999979    
      110000 ,  0.980000019    
      110100 ,  0.959999979    
      110200 ,  0.980000019    
      110300 ,  0.920000017    
      110400 ,   1.00000000    
      110500 ,  0.980000019    
      110600 ,  0.939999998    
      110700 ,  0.980000019    
      110800 ,  0.980000019    
      110900 ,   1.00000000    
      111000 ,  0.939999998    
      111100 ,  0.980000019    
      111200 ,  0.939999998    
      111300 ,   1.00000000    
      111400 ,  0.860000014    
      111500 ,  0.959999979    
      111600 ,   1.00000000    
      111700 ,  0.980000019    
      111800 ,  0.980000019    
      111900 ,  0.959999979    
      112000 ,   1.00000000    
      112100 ,  0.959999979    
      112200 ,   1.00000000    
      112300 ,  0.980000019    
      112400 ,  0.939999998    
      112500 ,  0.959999979    
      112600 ,   1.00000000    
      112700 ,  0.959999979    
      112800 ,   1.00000000    
      112900 ,  0.920000017    
      113000 ,   1.00000000    
      113100 ,  0.939999998    
      113200 ,  0.959999979    
