 MCS, m
       91100 ,  0.239999995    
       91200 ,  -7.99999982E-02
       91300 , -0.140000001    
       91400 ,  0.360000014    
       91500 , -0.180000007    
       91600 , -0.400000006    
       91700 ,   5.99999987E-02
       91800 , -0.479999989    
       91900 ,  -5.99999987E-02
       92000 ,  0.119999997    
       92100 ,  -3.99999991E-02
       92200 ,   5.99999987E-02
       92300 ,  -7.99999982E-02
       92400 , -0.439999998    
       92500 ,  0.340000004    
       92600 ,  0.280000001    
       92700 ,  0.100000001    
       92800 ,  0.180000007    
       92900 , -0.159999996    
       93000 ,   3.99999991E-02
       93100 , -0.239999995    
       93200 , -0.600000024    
       93300 ,  -5.99999987E-02
       93400 , -0.360000014    
       93500 ,  0.140000001    
       93600 ,  0.259999990    
       93700 ,  -5.99999987E-02
       93800 ,  0.159999996    
       93900 , -0.379999995    
       94000 , -0.180000007    
       94100 , -0.419999987    
       94200 ,   1.99999996E-02
       94300 ,  0.300000012    
       94400 , -0.400000006    
       94500 ,  0.239999995    
       94600 ,  0.100000001    
       94700 ,  0.140000001    
       94800 ,  0.340000004    
       94900 ,  0.140000001    
       95000 , -0.140000001    
       95100 ,  -3.99999991E-02
       95200 , -0.100000001    
       95300 ,  0.200000003    
       95400 , -0.119999997    
       95500 ,  0.300000012    
       95600 ,  -3.99999991E-02
       95700 ,   7.99999982E-02
       95800 , -0.560000002    
       95900 , -0.460000008    
       96000 ,  0.119999997    
       96100 , -0.200000003    
       96200 , -0.159999996    
       96300 ,  0.100000001    
       96400 ,  0.219999999    
       96500 ,  -7.99999982E-02
       96600 ,  -7.99999982E-02
       96700 , -0.259999990    
       96800 ,  0.379999995    
       96900 , -0.300000012    
       97000 ,  0.239999995    
       97100 , -0.259999990    
       97200 ,  0.200000003    
       97300 , -0.419999987    
       97400 ,  0.600000024    
       97500 ,  0.180000007    
       97600 ,   5.99999987E-02
       97700 , -0.219999999    
       97800 ,  -7.99999982E-02
       97900 ,  0.319999993    
       98000 ,  0.379999995    
       98100 ,  0.519999981    
       98200 ,  0.140000001    
       98300 ,  -7.99999982E-02
       98400 , -0.400000006    
       98500 , -0.259999990    
       98600 , -0.360000014    
       98700 ,  -5.99999987E-02
       98800 , -0.620000005    
       98900 , -0.159999996    
       99000 ,   3.99999991E-02
       99100 , -0.119999997    
       99200 , -0.100000001    
       99300 ,  0.100000001    
       99400 , -0.100000001    
       99500 , -0.300000012    
       99600 , -0.579999983    
       99700 ,  0.280000001    
       99800 , -0.219999999    
       99900 , -0.400000006    
      100000 ,   7.99999982E-02
      100100 , -0.180000007    
      100200 ,  0.259999990    
      100300 ,  0.100000001    
      100400 , -0.100000001    
      100500 ,   3.99999991E-02
      100600 , -0.159999996    
      100700 ,  0.280000001    
      100800 ,   1.99999996E-02
      100900 ,  0.379999995    
      101000 , -0.300000012    
      101100 ,  0.159999996    
      101200 ,  0.360000014    
      101300 ,  0.519999981    
      101400 ,  0.280000001    
      101500 ,  0.540000021    
      101600 ,  -3.99999991E-02
      101700 ,  0.360000014    
      101800 , -0.600000024    
      101900 ,   5.99999987E-02
      102000 ,  -3.99999991E-02
      102100 ,   3.99999991E-02
      102200 , -0.540000021    
      102300 ,  0.419999987    
      102400 ,  0.119999997    
      102500 , -0.419999987    
      102600 , -0.479999989    
      102700 ,   3.99999991E-02
      102800 ,  0.200000003    
      102900 ,  0.140000001    
      103000 , -0.360000014    
      103100 ,   1.99999996E-02
      103200 ,  0.379999995    
      103300 , -0.660000026    
      103400 ,  0.219999999    
      103500 , -0.300000012    
      103600 ,   5.99999987E-02
      103700 , -0.300000012    
      103800 ,  0.180000007    
      103900 , -0.140000001    
      104000 ,   1.99999996E-02
      104100 ,  0.200000003    
      104200 , -0.259999990    
      104300 , -0.419999987    
      104400 ,   3.99999991E-02
      104500 ,   3.99999991E-02
      104600 ,  0.360000014    
      104700 ,  0.119999997    
      104800 ,   3.99999991E-02
      104900 , -0.379999995    
      105000 ,  0.319999993    
      105100 ,  0.140000001    
      105200 , -0.159999996    
      105300 , -0.340000004    
      105400 ,  0.200000003    
      105500 , -0.100000001    
      105600 ,  -7.99999982E-02
      105700 ,  -7.99999982E-02
      105800 ,  0.239999995    
      105900 ,  0.119999997    
      106000 ,  -1.99999996E-02
      106100 ,  0.140000001    
      106200 ,  0.140000001    
      106300 , -0.180000007    
      106400 ,   0.00000000    
      106500 , -0.159999996    
      106600 ,  0.340000004    
      106700 , -0.180000007    
      106800 , -0.340000004    
      106900 , -0.360000014    
      107000 ,   0.00000000    
      107100 ,  0.159999996    
      107200 , -0.200000003    
      107300 , -0.180000007    
      107400 ,  -5.99999987E-02
      107500 ,   3.99999991E-02
      107600 , -0.200000003    
      107700 ,   3.99999991E-02
      107800 , -0.180000007    
      107900 ,  0.239999995    
      108000 , -0.159999996    
      108100 ,  -5.99999987E-02
      108200 ,  0.140000001    
      108300 ,  0.200000003    
      108400 ,  0.319999993    
      108500 , -0.180000007    
      108600 , -0.239999995    
      108700 ,  0.460000008    
      108800 , -0.180000007    
      108900 ,   7.99999982E-02
      109000 ,  0.140000001    
      109100 ,  0.379999995    
      109200 ,  0.379999995    
      109300 ,  0.119999997    
      109400 , -0.519999981    
      109500 ,  0.460000008    
      109600 ,  0.239999995    
      109700 ,  0.180000007    
      109800 ,  0.319999993    
      109900 , -0.140000001    
      110000 , -0.300000012    
      110100 ,   3.99999991E-02
      110200 ,  0.180000007    
      110300 ,  0.219999999    
      110400 ,  -1.99999996E-02
      110500 , -0.119999997    
      110600 ,  -7.99999982E-02
      110700 , -0.159999996    
      110800 , -0.479999989    
      110900 , -0.219999999    
      111000 ,  0.180000007    
      111100 ,  0.460000008    
      111200 , -0.259999990    
      111300 ,  0.239999995    
      111400 , -0.100000001    
      111500 ,  -7.99999982E-02
      111600 ,  0.180000007    
      111700 , -0.140000001    
      111800 , -0.200000003    
      111900 , -0.280000001    
      112000 , -0.239999995    
      112100 , -0.140000001    
      112200 ,  0.360000014    
      112300 ,  0.540000021    
      112400 ,  0.319999993    
      112500 ,  0.219999999    
      112600 , -0.379999995    
      112700 ,   1.99999996E-02
      112800 ,   3.99999991E-02
      112900 ,  0.379999995    
      113000 ,   5.99999987E-02
      113100 ,  0.159999996    
      113200 , -0.219999999    
      113300 ,   5.99999987E-02
      113400 ,   5.99999987E-02
      113500 , -0.319999993    
      113600 ,  0.159999996    
      113700 , -0.100000001    
      113800 , -0.239999995    
      113900 , -0.400000006    
      114000 , -0.100000001    
      114100 ,  0.400000006    
      114200 , -0.219999999    
      114300 , -0.479999989    
      114400 ,  0.419999987    
      114500 ,  0.200000003    
      114600 ,  0.119999997    
      114700 ,  -3.99999991E-02
      114800 , -0.100000001    
      114900 ,  0.319999993    
      115000 ,  0.180000007    
      115100 ,  0.200000003    
      115200 ,  0.159999996    
      115300 , -0.119999997    
      115400 ,  0.119999997    
      115500 , -0.119999997    
      115600 , -0.319999993    
      115700 ,  -5.99999987E-02
      115800 , -0.259999990    
      115900 ,  0.280000001    
      116000 ,   0.00000000    
      116100 , -0.239999995    
      116200 ,  -5.99999987E-02
      116300 ,  0.180000007    
      116400 , -0.460000008    
      116500 , -0.239999995    
      116600 ,   5.99999987E-02
      116700 ,  0.239999995    
      116800 ,  0.439999998    
      116900 ,  0.360000014    
      117000 ,  -3.99999991E-02
      117100 , -0.239999995    
      117200 , -0.280000001    
      117300 ,  0.360000014    
      117400 ,  0.340000004    
      117500 ,   7.99999982E-02
      117600 ,  0.200000003    
      117700 ,  0.180000007    
      117800 , -0.219999999    
      117900 ,  0.159999996    
      118000 , -0.479999989    
      118100 ,  -3.99999991E-02
      118200 ,  0.200000003    
      118300 ,  0.219999999    
      118400 ,  -1.99999996E-02
      118500 ,  -5.99999987E-02
      118600 , -0.259999990    
      118700 ,   3.99999991E-02
      118800 , -0.239999995    
      118900 , -0.239999995    
      119000 , -0.140000001    
      119100 ,  -1.99999996E-02
      119200 , -0.159999996    
      119300 ,  0.379999995    
      119400 , -0.540000021    
      119500 ,  0.680000007    
      119600 ,  -7.99999982E-02
      119700 ,  -1.99999996E-02
      119800 ,  -5.99999987E-02
      119900 ,  0.140000001    
      120000 , -0.360000014    
      120100 , -0.280000001    
      120200 ,   1.99999996E-02
      120300 , -0.239999995    
      120400 ,  0.119999997    
      120500 , -0.379999995    
      120600 ,  0.259999990    
      120700 ,  0.259999990    
      120800 ,  -3.99999991E-02
      120900 , -0.200000003    
      121000 , -0.239999995    
      121100 ,   0.00000000    
      121200 ,  -7.99999982E-02
      121300 ,  0.140000001    
      121400 ,  0.419999987    
      121500 ,  0.140000001    
      121600 ,  0.200000003    
      121700 , -0.300000012    
      121800 ,  0.239999995    
      121900 ,  -1.99999996E-02
      122000 ,  0.259999990    
      122100 ,  -5.99999987E-02
      122200 , -0.159999996    
      122300 ,   3.99999991E-02
      122400 ,  0.419999987    
      122500 ,   1.99999996E-02
      122600 ,  0.159999996    
      122700 ,  0.100000001    
      122800 ,  0.119999997    
      122900 ,   1.99999996E-02
      123000 ,  0.400000006    
      123100 ,  0.239999995    
      123200 ,  -3.99999991E-02
      123300 ,  -7.99999982E-02
      123400 , -0.439999998    
      123500 ,  -7.99999982E-02
      123600 , -0.479999989    
      123700 , -0.100000001    
      123800 , -0.180000007    
      123900 , -0.479999989    
      124000 ,  -3.99999991E-02
      124100 ,   1.99999996E-02
      124200 , -0.259999990    
      124300 , -0.280000001    
      124400 , -0.159999996    
      124500 , -0.100000001    
      124600 ,   5.99999987E-02
      124700 ,  0.280000001    
      124800 ,  0.219999999    
      124900 ,  -7.99999982E-02
      125000 ,  0.100000001    
      125100 ,  -5.99999987E-02
      125200 ,  0.439999998    
      125300 , -0.200000003    
      125400 , -0.180000007    
      125500 , -0.100000001    
      125600 ,  0.460000008    
      125700 ,   7.99999982E-02
      125800 , -0.340000004    
      125900 , -0.200000003    
      126000 ,  0.200000003    
      126100 , -0.159999996    
      126200 ,   7.99999982E-02
      126300 ,  -1.99999996E-02
      126400 , -0.200000003    
      126500 ,  0.579999983    
      126600 ,   7.99999982E-02
      126700 , -0.479999989    
      126800 , -0.180000007    
      126900 , -0.360000014    
      127000 ,  0.300000012    
      127100 ,  -5.99999987E-02
      127200 ,  0.100000001    
      127300 ,   1.99999996E-02
      127400 ,   7.99999982E-02
      127500 ,  0.200000003    
      127600 ,   0.00000000    
      127700 ,  0.100000001    
      127800 , -0.100000001    
      127900 ,  0.400000006    
      128000 ,  0.519999981    
      128100 ,  0.579999983    
      128200 , -0.239999995    
      128300 ,  -3.99999991E-02
      128400 ,  -3.99999991E-02
