 T, m, L
   2.066667     ,  0.8862514     ,          10
   2.083333     ,  0.8796053     ,          10
   2.100000     ,  0.8720463     ,          10
   2.116667     ,  0.8580437     ,          10
   2.133333     ,  0.8530535     ,          10
   2.150000     ,  0.8442509     ,          10
   2.166667     ,  0.8312887     ,          10
   2.183333     ,  0.8219955     ,          10
   2.200000     ,  0.8119638     ,          10
   2.216667     ,  0.8003902     ,          10
   2.233333     ,  0.7838311     ,          10
   2.250000     ,  0.7754303     ,          10
   2.266667     ,  0.7651626     ,          10
   2.283334     ,  0.7479483     ,          10
   2.300000     ,  0.7322203     ,          10
   2.316667     ,  0.7119775     ,          10
   2.333333     ,  0.6982216     ,          10
   2.350000     ,  0.6787465     ,          10
   2.366667     ,  0.6641067     ,          10
   2.383333     ,  0.6451998     ,          10
   2.400000     ,  0.6364804     ,          10
   2.416667     ,  0.6120658     ,          10
   2.433333     ,  0.6031292     ,          10
   2.450000     ,  0.5846049     ,          10
   2.466667     ,  0.5667850     ,          10
   2.483333     ,  0.5602320     ,          10
   2.500000     ,  0.5390807     ,          10
   2.516667     ,  0.5235729     ,          10
   2.533334     ,  0.5112970     ,          10
   2.550000     ,  0.4926851     ,          10
   2.566667     ,  0.4741569     ,          10
   2.583333     ,  0.4746571     ,          10
   2.600000     ,  0.4616412     ,          10
   2.616667     ,  0.4440164     ,          10
   2.633333     ,  0.4346896     ,          10
   2.650000     ,  0.4261007     ,          10
   2.666667     ,  0.4136649     ,          10
   2.683333     ,  0.4010850     ,          10
   2.700000     ,  0.3893129     ,          10
   2.716667     ,  0.3800012     ,          10
   2.733334     ,  0.3774807     ,          10
   2.750000     ,  0.3680288     ,          10
   2.766667     ,  0.3621214     ,          10
   2.783334     ,  0.3545561     ,          10
   2.800000     ,  0.3418488     ,          10
   2.816667     ,  0.3302447     ,          10
   2.833333     ,  0.3261119     ,          10
   2.850000     ,  0.3305252     ,          10
   2.866667     ,  0.3157329     ,          10
   2.883333     ,  0.3074647     ,          10
   2.900000     ,  0.3113246     ,          10
   2.916667     ,  0.3023253     ,          10
   2.933333     ,  0.2969329     ,          10
   2.950000     ,  0.2927364     ,          10
   2.966667     ,  0.2854526     ,          10
   2.983334     ,  0.2840802     ,          10
   3.000000     ,  0.2807561     ,          10
   3.016667     ,  0.2695166     ,          10
   3.033334     ,  0.2711085     ,          10
   3.050000     ,  0.2593162     ,          10
   3.066667     ,  0.2622482     ,          10
   3.083333     ,  0.2560163     ,          10
   3.100000     ,  0.2573003     ,          10
   3.116667     ,  0.2520844     ,          10
   3.133333     ,  0.2483044     ,          10
   3.150000     ,  0.2397722     ,          10
   3.166667     ,  0.2420003     ,          10
   3.183333     ,  0.2382084     ,          10
   3.200000     ,  0.2377757     ,          10
   3.216667     ,  0.2330358     ,          10
   3.233334     ,  0.2308639     ,          10
   3.250000     ,  0.2277442     ,          10
   3.266667     ,  0.2264480     ,          10
   3.283334     ,  0.2187957     ,          10
   3.300000     ,  0.2203237     ,          10
   3.316667     ,  0.2226080     ,          10
   3.333333     ,  0.2175717     ,          10
   3.350000     ,  0.2151999     ,          10
   3.366667     ,  0.2117876     ,          10
   3.383333     ,  0.2151716     ,          10
   3.400000     ,  0.2110353     ,          10
   3.416667     ,  0.2076075     ,          10
   3.433333     ,  0.2058029     ,          10
   3.450000     ,  0.2016514     ,          10
   3.466667     ,  0.2028553     ,          10
   3.483334     ,  0.2036953     ,          10
   3.500000     ,  0.2017397     ,          10
   3.516667     ,  0.2024996     ,          10
   3.533334     ,  0.1968073     ,          10
   3.550000     ,  0.1923312     ,          10
   3.566667     ,  0.1917956     ,          10
   3.583333     ,  0.1954832     ,          10
   3.600000     ,  0.1903999     ,          10
   3.616667     ,  0.1861235     ,          10
   3.633333     ,  0.1901311     ,          10
   3.650000     ,  0.1877154     ,          10
   3.666667     ,  0.1861269     ,          10
   3.683334     ,  0.1819516     ,          10
   3.700000     ,  0.1866834     ,          10
   3.716667     ,  0.1793990     ,          10
   3.733334     ,  0.1815234     ,          10
   3.750000     ,  0.1804753     ,          10
   3.766667     ,  0.1807076     ,          10
   3.783334     ,  0.1780316     ,          10
   3.800000     ,  0.1736072     ,          10
   3.816667     ,  0.1758510     ,          10
   3.833333     ,  0.1726434     ,          10
   3.850000     ,  0.1728310     ,          10
   3.866667     ,  0.1766272     ,          10
   3.883333     ,  0.1729673     ,          10
   3.900000     ,  0.1734713     ,          10
   3.916667     ,  0.1695712     ,          10
   3.933334     ,  0.1685274     ,          10
   3.950000     ,  0.1690432     ,          10
   3.966667     ,  0.1663156     ,          10
   3.983334     ,  0.1696112     ,          10
   4.000000     ,  0.1668911     ,          10
   4.016667     ,  0.1658274     ,          10
   4.033334     ,  0.1656989     ,          10
   4.050000     ,  0.1649074     ,          10
   4.066667     ,  0.1605592     ,          10
   4.083333     ,  0.1638995     ,          10
   4.100000     ,  0.1627472     ,          10
   4.116667     ,  0.1595435     ,          10
   4.133334     ,  0.1611191     ,          10
   4.150000     ,  0.1606357     ,          10
   4.166667     ,  0.1603875     ,          10
   4.183333     ,  0.1563512     ,          10
   4.200000     ,  0.1574272     ,          10
   4.216667     ,  0.1567310     ,          10
   4.233334     ,  0.1580949     ,          10
   4.250000     ,  0.1556273     ,          10
   4.266667     ,  0.1545071     ,          10
   4.283334     ,  0.1544233     ,          10
   4.300000     ,  0.1533832     ,          10
   4.316667     ,  0.1499709     ,          10
   4.333333     ,  0.1527110     ,          10
   4.350000     ,  0.1514273     ,          10
   4.366667     ,  0.1514433     ,          10
   4.383334     ,  0.1494310     ,          10
   4.400000     ,  0.1516551     ,          10
   4.416667     ,  0.1508353     ,          10
   4.433333     ,  0.1466713     ,          10
   4.450000     ,  0.1474194     ,          10
   4.466667     ,  0.1490034     ,          10
   4.483334     ,  0.1506033     ,          10
   4.500000     ,  0.1483872     ,          10
   4.516667     ,  0.1480471     ,          10
   4.533334     ,  0.1450753     ,          10
   4.550000     ,  0.1447553     ,          10
   4.566667     ,  0.1471753     ,          10
   4.583333     ,  0.1462834     ,          10
   4.600000     ,  0.1421714     ,          10
   4.616667     ,  0.1411590     ,          10
   4.633334     ,  0.1442112     ,          10
   4.650000     ,  0.1449036     ,          10
   4.666667     ,  0.1441393     ,          10
   4.683333     ,  0.1418632     ,          10
   4.700000     ,  0.1418154     ,          10
   4.716667     ,  0.1425150     ,          10
   4.733334     ,  0.1409672     ,          10
   4.750000     ,  0.1398071     ,          10
   4.766667     ,  0.1432631     ,          10
   4.783334     ,  0.1399074     ,          10
   4.800000     ,  0.1392589     ,          10
   4.816667     ,  0.1381112     ,          10
   4.833333     ,  0.1404591     ,          10
   4.850000     ,  0.1384753     ,          10
   4.866667     ,  0.1369835     ,          10
   4.883334     ,  0.1385190     ,          10
   4.900000     ,  0.1379994     ,          10
   4.916667     ,  0.1341793     ,          10
   4.933333     ,  0.1389872     ,          10
   4.950000     ,  0.1355072     ,          10
   4.966667     ,  0.1357393     ,          10
   4.983334     ,  0.1383913     ,          10
   5.000000     ,  0.1346033     ,          10
